,date,region,region name,week,P,pop,incidence,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports
0,2020-05-11,M,Lorraine,2020-S20,24200,230742500,10.487881512941916,36.0,9,41,7,86,0.0,0.0,0,17,26,0,53,29,42,34,35,0,0,32,0.0,38,0.0,52,98,34.0,55.0,0.0,0,53,0.0,51,0,0,0,47,100,92,61,22
1,2020-05-18,M,Lorraine,2020-S21,37800,230742500,16.381897569801836,33.0,6,31,14,60,0.0,0.0,39,0,20,0,33,47,37,31,47,0,13,42,0.0,28,25.0,43,75,0.0,0.0,0.0,0,40,31.0,42,0,0,22,63,60,68,33,36
2,2020-05-25,M,Lorraine,2020-S22,18100,230742500,7.844241958026805,37.0,14,34,26,41,100.0,75.0,23,69,17,31,47,52,43,0,60,0,10,61,0.0,23,0.0,31,60,21.0,0.0,41.0,39,41,0.0,86,51,0,0,62,62,48,0,23
3,2020-06-01,M,Lorraine,2020-S23,26700,230742500,11.57134034692352,0.0,5,29,12,36,0.0,0.0,0,31,21,29,40,32,70,33,77,0,0,61,0.0,42,0.0,32,43,37.0,0.0,0.0,0,41,0.0,100,40,0,21,44,56,29,31,0
4,2020-06-08,M,Lorraine,2020-S24,23700,230742500,10.271189746145597,28.0,6,23,23,21,0.0,0.0,0,0,12,58,45,47,45,20,43,0,21,61,24.0,10,0.0,19,39,0.0,0.0,0.0,0,9,0.0,93,61,18,0,66,50,19,38,0
5,2020-06-15,M,Lorraine,2020-S25,16900,230742500,7.324181717715636,0.0,10,38,25,21,29.0,68.0,83,0,0,0,44,40,69,46,65,0,26,75,18.0,58,0.0,44,39,22.0,31.0,0.0,0,15,0.0,53,23,0,0,76,69,26,0,16
6,2020-06-22,M,Lorraine,2020-S26,8600,230742500,3.7270983888967137,0.0,9,37,35,61,0.0,0.0,20,0,14,0,60,25,52,32,47,0,45,33,0.0,41,40.0,44,38,0.0,0.0,0.0,0,33,26.0,52,53,0,24,52,71,10,54,15
7,2020-06-29,M,Lorraine,2020-S27,7400,230742500,3.2070381485855446,0.0,0,41,14,0,0.0,19.0,0,57,5,26,61,44,72,15,78,0,23,11,0.0,52,34.0,15,33,66.0,0.0,0.0,0,25,0.0,42,66,7,34,49,31,15,0,0
8,2020-07-06,M,Lorraine,2020-S28,7100,230742500,3.0770230885077523,0.0,0,37,16,0,0.0,0.0,29,0,0,0,40,41,56,25,86,0,16,46,0.0,48,38.0,20,34,81.0,0.0,0.0,0,39,0.0,39,55,10,0,30,30,13,81,0
9,2020-07-13,M,Lorraine,2020-S29,18900,230742500,8.190948784900918,0.0,8,25,9,51,0.0,0.0,0,0,25,0,48,24,46,31,81,0,19,37,0.0,30,0.0,13,38,33.0,0.0,0.0,28,0,0.0,46,43,9,0,58,30,17,49,0
10,2020-07-20,M,Lorraine,2020-S30,18700,230742500,8.104272078182388,0.0,0,41,0,0,0.0,0.0,0,28,10,0,55,31,71,0,65,9,36,38,0.0,46,0.0,12,37,0.0,33.0,0.0,0,35,0.0,35,30,23,0,46,47,0,0,0
11,2020-07-27,M,Lorraine,2020-S31,23700,230742500,10.271189746145597,0.0,0,33,0,68,0.0,20.0,42,0,9,0,52,55,38,43,58,0,49,36,0.0,46,0.0,10,34,0.0,0.0,64.0,19,39,23.0,17,37,15,0,68,53,19,20,0
12,2020-08-03,M,Lorraine,2020-S32,30300,230742500,13.131521067857028,0.0,6,35,38,41,0.0,0.0,100,63,24,0,61,30,55,0,88,0,0,31,19.0,63,0.0,21,29,0.0,46.0,0.0,0,79,0.0,20,0,25,0,68,29,18,43,0
13,2020-08-10,M,Lorraine,2020-S33,30600,230742500,13.26153612793482,0.0,5,20,26,42,0.0,0.0,0,0,24,47,60,50,60,27,67,0,0,16,0.0,62,0.0,12,27,50.0,60.0,0.0,0,44,0.0,13,78,17,45,63,22,5,53,28
14,2020-08-17,M,Lorraine,2020-S34,37400,230742500,16.208544156364777,0.0,11,26,10,45,0.0,0.0,0,0,30,0,72,33,54,23,44,0,43,19,0.0,38,0.0,38,26,0.0,0.0,0.0,0,28,0.0,9,21,17,0,52,30,27,30,0
15,2020-08-24,M,Lorraine,2020-S35,66700,230742500,28.906681690629163,0.0,27,24,0,21,0.0,0.0,62,83,18,0,37,43,69,33,80,0,0,37,0.0,33,0.0,47,27,26.0,0.0,41.0,0,29,41.0,25,67,27,32,42,36,18,49,50
16,2020-08-31,M,Lorraine,2020-S36,61400,230742500,26.609748962588164,0.0,0,34,0,21,50.0,0.0,0,0,29,0,46,44,67,16,54,0,0,61,38.0,31,0.0,22,27,0.0,0.0,0.0,24,32,0.0,33,36,0,26,51,29,21,0,40
17,2020-09-07,M,Lorraine,2020-S37,83400,230742500,36.14418670162627,0.0,12,44,0,32,0.0,0.0,48,47,19,0,69,54,53,36,41,5,0,31,0.0,59,35.0,32,28,0.0,0.0,0.0,20,61,0.0,34,96,8,0,79,20,28,60,0
18,2020-09-14,M,Lorraine,2020-S38,88300,230742500,38.26776601623021,0.0,8,48,30,53,0.0,0.0,0,31,45,0,49,30,81,40,69,0,42,32,0.0,47,0.0,0,27,25.0,0.0,31.0,0,44,0.0,19,89,19,0,70,18,24,0,0
19,2020-09-21,M,Lorraine,2020-S39,73200,230742500,31.72367465898133,0.0,10,39,14,47,0.0,100.0,0,52,42,24,31,39,79,22,62,0,21,45,0.0,55,0.0,47,26,0.0,0.0,0.0,0,26,0.0,25,22,16,29,73,27,10,60,0
20,2020-09-28,M,Lorraine,2020-S40,101900,230742500,44.16178207309013,32.0,6,38,12,0,0.0,0.0,37,0,43,0,47,57,66,19,60,0,31,89,0.0,48,0.0,31,25,0.0,0.0,0.0,0,41,0.0,39,0,25,0,61,46,15,52,0
21,2020-10-05,M,Lorraine,2020-S41,193100,230742500,83.68636033673901,0.0,18,30,9,16,26.0,0.0,24,22,32,0,44,44,67,31,69,0,24,22,0.0,32,0.0,0,24,0.0,30.0,27.0,0,35,0.0,16,55,25,24,74,34,14,30,0
22,2020-10-12,M,Lorraine,2020-S42,339300,230742500,147.04703294798315,0.0,7,40,28,56,0.0,0.0,0,0,27,68,53,49,56,32,65,0,28,21,0.0,25,0.0,21,33,0.0,0.0,0.0,23,73,0.0,29,65,25,0,54,37,12,0,0
23,2020-10-19,M,Lorraine,2020-S43,692700,230742500,300.2047737196225,0.0,8,51,34,37,0.0,0.0,39,42,31,0,32,45,74,23,72,0,14,38,0.0,19,0.0,23,37,0.0,100.0,52.0,0,38,24.0,15,20,52,82,60,33,0,53,0
24,2020-10-26,M,Lorraine,2020-S44,975200,230742500,422.6356219595437,0.0,11,38,52,59,0.0,0.0,0,52,26,0,31,13,52,19,46,0,14,11,41.0,26,0.0,100,50,0.0,0.0,0.0,0,54,0.0,41,61,52,37,77,66,13,92,0
25,2020-11-02,M,Lorraine,2020-S45,940100,230742500,407.423859930442,0.0,4,41,23,44,0.0,0.0,0,0,39,59,51,52,55,55,60,0,28,42,0.0,10,0.0,44,39,0.0,0.0,14.0,48,43,0.0,18,0,24,32,57,31,11,44,0
26,2020-11-09,M,Lorraine,2020-S46,598900,230742500,259.5533982686328,0.0,0,48,30,36,0.0,0.0,0,36,21,41,30,34,58,29,63,0,44,31,0.0,27,0.0,29,34,0.0,0.0,0.0,42,31,0.0,8,45,12,0,42,30,19,37,0
27,2020-11-16,M,Lorraine,2020-S47,443800,230742500,192.3356122084141,0.0,0,40,11,50,0.0,0.0,28,23,28,0,39,20,56,0,37,0,0,35,0.0,33,0.0,8,24,0.0,0.0,0.0,0,59,0.0,20,30,16,29,72,33,36,84,0
28,2020-11-23,M,Lorraine,2020-S48,337300,230742500,146.18026588079786,0.0,8,26,20,52,0.0,0.0,0,17,37,0,26,27,44,42,44,0,100,30,17.0,14,0.0,23,23,0.0,0.0,17.0,0,16,25.0,19,31,0,0,54,37,0,35,0
29,2020-11-30,M,Lorraine,2020-S49,390600,230742500,169.27960822128563,54.0,0,34,45,0,30.0,0.0,0,89,26,0,36,44,44,26,49,0,24,34,0.0,31,0.0,18,19,0.0,0.0,0.0,0,50,35.0,16,27,10,0,54,38,8,30,0
30,2020-12-07,M,Lorraine,2020-S50,521200,230742500,225.8794977084845,39.0,0,43,15,61,0.0,0.0,0,0,31,70,32,37,54,47,70,0,0,59,0.0,28,0.0,24,22,0.0,0.0,16.0,0,49,0.0,18,77,27,0,50,68,11,37,23
31,2020-12-14,M,Lorraine,2020-S51,635800,230742500,275.5452506582012,0.0,8,37,48,28,29.0,0.0,35,0,18,0,36,53,34,41,47,0,0,74,0.0,35,0.0,22,23,0.0,32.0,0.0,0,45,0.0,23,48,0,0,48,45,0,42,0
32,2020-12-21,M,Lorraine,2020-S52,504600,230742500,218.6853310508468,0.0,0,30,36,17,42.0,0.0,0,34,37,0,57,0,26,41,54,15,0,22,0.0,18,0.0,0,28,0.0,0.0,26.0,0,27,0.0,14,37,37,25,71,18,5,0,0
33,2020-12-28,M,Lorraine,2020-S53,543900,230742500,235.7173039210375,0.0,4,48,38,0,36.0,0.0,0,32,27,0,63,23,11,12,45,0,31,16,0.0,31,0.0,13,26,0.0,0.0,0.0,52,40,39.0,6,71,27,0,57,33,6,32,46
34,2020-12-28,M,Lorraine,2021-S01,560700,230742500,242.9981472853939,0.0,4,48,38,0,36.0,0.0,0,32,27,0,63,23,11,12,45,0,31,16,0.0,31,0.0,13,26,0.0,0.0,0.0,52,40,39.0,6,71,27,0,57,33,6,32,46
35,2021-01-04,M,Lorraine,2021-S02,464600,230742500,201.34998970714108,0.0,21,32,25,47,0.0,0.0,52,49,25,49,73,35,51,0,71,0,20,33,0.0,26,0.0,14,29,32.0,0.0,0.0,0,46,0.0,0,35,14,26,59,40,0,22,17
36,2021-01-11,M,Lorraine,2021-S03,510000,230742500,221.02560213224697,0.0,12,51,11,49,29.0,0.0,0,20,11,36,32,30,47,24,66,0,45,29,0.0,18,0.0,0,27,0.0,0.0,20.0,0,30,20.0,20,0,16,0,56,42,4,23,0
37,2021-01-18,M,Lorraine,2021-S04,535100,230742500,231.90352882542223,0.0,25,40,0,53,0.0,0.0,40,0,22,22,40,34,50,64,69,0,28,47,0.0,64,0.0,0,26,23.0,0.0,0.0,16,34,0.0,18,20,0,28,68,35,10,44,0
38,2021-01-25,M,Lorraine,2021-S05,503100,230742500,218.03525575045776,0.0,6,39,0,37,0.0,0.0,0,0,23,0,59,31,44,16,73,6,20,12,0.0,31,0.0,43,29,0.0,0.0,0.0,20,34,0.0,43,46,17,0,57,41,6,0,0
39,2021-02-01,M,Lorraine,2021-S06,445400,230742500,193.0290258621624,0.0,16,46,0,35,29.0,0.0,22,22,23,0,43,9,56,35,38,0,51,48,0.0,24,0.0,44,24,0.0,68.0,0.0,0,0,0.0,21,0,71,0,49,26,12,49,0
40,2021-02-08,M,Lorraine,2021-S07,481300,230742500,208.58749471813812,0.0,11,39,0,33,0.0,0.0,58,33,34,0,64,46,55,73,54,0,0,53,0.0,24,0.0,27,23,35.0,0.0,0.0,0,16,0.0,20,35,22,48,52,31,0,42,70
41,2021-02-15,M,Lorraine,2021-S08,466600,230742500,202.2167567743264,100.0,10,49,9,72,0.0,0.0,0,38,38,23,52,49,64,39,67,20,20,35,42.0,34,24.0,12,19,0.0,34.0,0.0,0,50,0.0,36,0,18,0,71,35,0,0,22
42,2021-02-22,M,Lorraine,2021-S09,444800,230742500,192.7689957420068,0.0,14,56,27,57,0.0,0.0,24,42,39,0,59,47,53,48,65,8,0,40,0.0,32,0.0,17,22,0.0,0.0,0.0,0,31,0.0,9,0,0,0,48,32,0,46,0
43,2021-03-01,M,Lorraine,2021-S10,497200,230742500,215.4782929022612,0.0,8,48,65,0,59.0,0.0,42,22,26,29,41,43,56,43,81,0,38,24,0.0,36,0.0,15,19,0.0,0.0,0.0,0,66,41.0,0,0,29,0,50,28,0,43,17
44,2021-03-08,M,Lorraine,2021-S11,584600,230742500,253.356013738258,0.0,12,47,62,79,0.0,0.0,0,36,30,0,56,24,57,49,81,6,12,0,0.0,10,0.0,40,18,0.0,0.0,0.0,0,42,0.0,21,36,22,32,61,52,6,35,0
45,2021-03-15,M,Lorraine,2021-S12,660800,230742500,286.37983899801725,0.0,10,49,50,0,0.0,0.0,0,30,41,0,29,26,47,54,67,19,0,36,0.0,40,30.0,13,20,0.0,53.0,0.0,0,43,0.0,11,33,17,0,57,34,11,37,0
46,2021-03-22,M,Lorraine,2021-S13,683600,230742500,296.26098356392947,0.0,14,57,21,81,0.0,0.0,0,54,37,32,44,38,71,43,66,0,0,40,0.0,28,44.0,0,23,24.0,0.0,0.0,0,24,0.0,30,27,27,42,51,42,23,100,22
47,2021-03-29,M,Lorraine,2021-S14,641200,230742500,277.8855217396016,0.0,30,54,36,42,0.0,0.0,0,22,34,0,32,34,70,15,55,0,0,22,0.0,20,0.0,46,25,72.0,0.0,0.0,0,32,0.0,9,76,100,0,44,65,0,39,0
48,2021-04-05,M,Lorraine,2021-S15,600200,230742500,260.1167968623032,0.0,16,40,31,33,0.0,0.0,32,29,44,26,49,28,69,0,66,6,12,50,0.0,15,0.0,24,18,0.0,0.0,0.0,0,0,26.0,10,32,22,0,62,54,6,82,0
49,2021-04-12,M,Lorraine,2021-S16,492100,230742500,213.26803688093872,52.0,10,59,44,49,85.0,0.0,35,0,35,55,50,31,80,27,60,0,0,47,0.0,24,23.0,30,18,0.0,83.0,0.0,16,36,0.0,10,24,21,0,36,39,0,30,0
50,2021-04-19,M,Lorraine,2021-S17,365800,230742500,158.5316965881881,0.0,15,51,19,34,69.0,0.0,0,0,17,0,43,33,68,14,67,0,28,41,0.0,29,35.0,22,16,24.0,0.0,0.0,0,51,0.0,13,43,36,0,95,50,0,0,21
51,2021-04-26,M,Lorraine,2021-S18,280900,230742500,121.73743458617292,0.0,4,44,0,47,0.0,26.0,0,0,25,40,52,32,81,22,74,0,19,42,0.0,35,0.0,46,16,0.0,40.0,0.0,0,24,39.0,34,0,20,0,60,56,11,34,0
52,2021-05-03,M,Lorraine,2021-S19,228400,230742500,98.98479907255924,0.0,0,41,0,49,0.0,0.0,0,0,12,0,58,32,72,63,61,0,52,37,0.0,40,28.0,32,13,0.0,0.0,0.0,0,45,22.0,25,67,24,0,73,58,16,19,32
53,2021-05-10,M,Lorraine,2021-S20,190900,230742500,82.7329165628352,0.0,11,39,15,0,32.0,0.0,0,0,21,32,41,32,42,39,64,0,33,0,0.0,36,0.0,26,12,0.0,0.0,30.0,0,40,0.0,30,67,32,0,70,14,4,72,0
54,2021-05-17,M,Lorraine,2021-S21,151900,230742500,65.8309587527222,0.0,8,44,46,33,0.0,22.0,19,0,23,0,44,34,94,0,79,0,37,53,0.0,47,0.0,39,11,0.0,0.0,0.0,0,41,0.0,22,39,13,0,47,41,12,49,0
55,2021-05-24,M,Lorraine,2021-S22,118000,230742500,51.13925696393166,0.0,11,54,0,41,0.0,0.0,53,45,32,28,47,44,80,18,68,0,0,40,0.0,52,0.0,70,9,0.0,0.0,0.0,0,22,0.0,22,23,34,0,51,26,10,17,0
56,2021-05-31,M,Lorraine,2021-S23,68600,230742500,29.730110404455186,0.0,5,40,38,44,73.0,0.0,28,33,40,0,28,32,44,34,70,0,35,29,0.0,49,0.0,99,10,0.0,88.0,0.0,0,54,0.0,30,0,27,54,60,35,11,40,42
57,2021-06-07,M,Lorraine,2021-S24,37900,230742500,16.4252359231611,0.0,17,37,11,91,0.0,0.0,39,0,36,65,26,32,71,37,52,0,46,0,35.0,36,0.0,35,9,0.0,0.0,0.0,20,37,0.0,34,30,35,0,30,38,0,0,0
58,2021-06-14,M,Lorraine,2021-S25,22700,230742500,9.837806212552955,0.0,4,47,33,28,0.0,0.0,0,0,26,0,62,46,39,49,53,0,41,47,29.0,100,0.0,24,9,0.0,0.0,0.0,0,25,0.0,0,0,0,0,47,42,6,25,0
59,2021-06-21,M,Lorraine,2021-S26,30300,230742500,13.131521067857028,0.0,0,49,11,45,0.0,0.0,0,29,24,57,49,31,70,19,63,6,26,22,0.0,64,100.0,17,8,0.0,0.0,0.0,0,23,0.0,6,58,12,0,43,42,0,0,25
60,2021-06-28,M,Lorraine,2021-S27,59200,230742500,25.65630518868436,0.0,0,40,20,35,0.0,0.0,22,51,13,0,54,42,37,20,67,6,24,33,0.0,19,0.0,57,7,76.0,0.0,0.0,0,40,0.0,9,34,30,0,53,54,9,0,0
61,2021-07-05,M,Lorraine,2021-S28,101600,230742500,44.03176701301234,0.0,7,43,18,57,0.0,0.0,30,53,29,0,41,21,77,14,70,0,0,28,0.0,40,0.0,0,11,0.0,53.0,0.0,0,30,0.0,18,63,32,0,48,19,0,52,18
62,2021-07-12,M,Lorraine,2021-S29,239500,230742500,103.79535629543754,0.0,14,47,14,62,0.0,0.0,24,0,32,0,37,64,78,47,83,0,0,42,0.0,35,0.0,0,11,0.0,0.0,0.0,61,40,42.0,10,100,74,0,45,44,0,0,0
63,2021-07-19,M,Lorraine,2021-S30,299000,230742500,129.58167654419972,0.0,21,66,47,64,0.0,0.0,0,0,23,0,68,23,77,0,88,0,13,74,0.0,56,0.0,35,12,100.0,45.0,0.0,72,25,0.0,13,65,52,0,66,53,8,62,0
64,2021-07-26,M,Lorraine,2021-S31,305700,230742500,132.4853462192704,0.0,10,45,14,64,0.0,0.0,0,0,15,0,100,50,52,43,79,0,65,37,0.0,35,0.0,32,11,0.0,48.0,19.0,35,77,26.0,0,62,59,0,44,31,23,50,100
65,2021-08-02,M,Lorraine,2021-S32,350900,230742500,152.07428193765776,0.0,13,51,32,48,0.0,0.0,27,0,25,0,70,30,50,39,81,0,13,18,0.0,51,87.0,15,9,0.0,0.0,0.0,29,43,0.0,23,51,29,0,53,39,9,0,0
66,2021-08-09,M,Lorraine,2021-S33,322800,230742500,139.89620464370455,0.0,13,63,24,48,0.0,0.0,0,33,24,88,50,40,77,14,70,0,0,47,0.0,44,0.0,18,10,0.0,48.0,73.0,38,26,31.0,0,0,29,28,41,27,7,47,0
67,2021-08-16,M,Lorraine,2021-S34,268000,230742500,116.14678700282784,0.0,10,51,13,0,0.0,0.0,0,23,21,0,54,60,88,0,70,0,38,64,0.0,37,47.0,0,9,0.0,0.0,0.0,0,63,0.0,20,49,47,24,38,16,8,31,0
68,2021-08-23,M,Lorraine,2021-S35,240100,230742500,104.05538641559312,0.0,31,52,14,78,45.0,0.0,39,24,23,0,37,30,76,42,82,0,20,55,0.0,69,38.0,0,8,37.0,60.0,0.0,0,24,65.0,8,35,19,39,51,12,5,0,21
69,2021-08-30,M,Lorraine,2021-S36,194500,230742500,84.2930972837687,0.0,0,45,51,40,0.0,0.0,0,0,30,80,77,28,42,29,68,6,0,30,54.0,65,47.0,25,6,0.0,0.0,0.0,0,18,0.0,0,37,0,0,53,35,0,31,0
70,2021-09-06,M,Lorraine,2021-S37,153400,230742500,66.48103405311114,0.0,4,38,38,46,0.0,0.0,0,57,32,0,61,39,55,33,65,0,0,38,0.0,25,0.0,41,7,0.0,0.0,20.0,0,24,0.0,19,53,0,0,23,46,24,0,0
71,2021-09-13,M,Lorraine,2021-S38,117100,230742500,50.74921178369828,0.0,9,50,18,18,0.0,0.0,29,0,47,29,56,25,69,35,59,6,0,42,21.0,64,37.0,32,6,0.0,0.0,0.0,0,45,0.0,0,76,63,0,73,46,8,75,21
72,2021-09-20,M,Lorraine,2021-S39,84000,230742500,36.40421682178185,0.0,7,43,10,62,0.0,26.0,0,88,42,0,63,55,71,19,53,0,0,39,0.0,35,44.0,21,6,0.0,0.0,0.0,0,45,0.0,36,35,11,42,51,14,0,21,0
73,2021-09-27,M,Lorraine,2021-S40,71000,230742500,30.770230885077524,0.0,0,40,37,47,0.0,0.0,0,0,59,100,36,37,55,49,59,0,25,22,0.0,80,48.0,0,5,0.0,40.0,100.0,0,63,0.0,20,69,17,0,47,69,21,39,30
74,2021-10-04,M,Lorraine,2021-S41,77400,230742500,33.543885500070424,0.0,0,57,0,28,0.0,0.0,0,73,87,0,45,14,38,14,60,0,41,52,0.0,77,0.0,0,5,0.0,0.0,0.0,0,29,0.0,10,20,0,0,67,29,0,0,0
75,2021-10-11,M,Lorraine,2021-S42,89300,230742500,38.70114954982285,0.0,0,43,12,17,0.0,0.0,0,23,96,0,63,22,63,33,76,0,15,23,0.0,44,0.0,14,6,0.0,75.0,0.0,0,77,0.0,30,43,0,0,80,39,0,24,0
76,2021-10-18,M,Lorraine,2021-S43,111000,230742500,48.10557222878317,0.0,4,47,52,80,0.0,0.0,46,46,95,0,57,51,45,25,77,0,0,39,0.0,47,0.0,16,5,52.0,0.0,0.0,0,32,0.0,9,0,0,31,78,37,0,0,0
77,2021-10-25,M,Lorraine,2021-S44,147400,230742500,63.8807328515553,0.0,6,51,33,81,0.0,0.0,0,25,56,36,51,90,45,46,52,0,40,69,0.0,52,0.0,17,5,0.0,0.0,0.0,0,25,0.0,7,24,17,0,67,18,7,0,0
78,2021-11-01,M,Lorraine,2021-S45,196500,230742500,85.159864350954,0.0,7,35,18,0,0.0,0.0,32,0,68,42,49,47,63,44,58,0,60,52,0.0,57,0.0,21,5,0.0,0.0,0.0,0,40,0.0,0,0,9,0,54,43,0,0,0
79,2021-11-08,M,Lorraine,2021-S46,431400,230742500,186.9616563918654,0.0,0,41,22,19,0.0,29.0,0,27,48,0,48,58,55,0,51,0,0,0,0.0,0,0.0,15,6,0.0,73.0,42.0,0,31,0.0,11,41,15,0,57,43,0,0,0
80,2021-11-15,M,Lorraine,2021-S47,645400,230742500,279.7057325806906,0.0,18,45,33,47,0.0,0.0,0,0,58,27,47,46,69,80,79,0,0,77,0.0,49,28.0,19,9,35.0,0.0,45.0,0,22,0.0,23,35,28,0,65,10,9,30,0
81,2021-11-22,M,Lorraine,2021-S48,850400,230742500,368.549356967182,0.0,20,45,0,22,0.0,0.0,0,56,75,51,72,52,53,46,63,22,47,22,0.0,43,0.0,30,9,34.0,73.0,0.0,0,43,0.0,12,0,41,0,62,26,15,0,0
82,2021-11-29,M,Lorraine,2021-S49,888500,230742500,385.06126959706165,0.0,17,54,30,75,39.0,0.0,0,46,65,0,61,0,55,52,72,100,27,36,0.0,25,0.0,20,10,0.0,0.0,0.0,46,46,0.0,16,36,66,0,62,27,0,0,0
83,2021-12-06,M,Lorraine,2021-S50,876000,230742500,379.6439754271536,0.0,23,51,37,87,0.0,0.0,0,0,63,0,51,81,74,29,59,21,57,51,0.0,0,93.0,44,10,0.0,70.0,0.0,0,50,23.0,7,0,50,0,66,9,0,39,24
84,2021-12-13,M,Lorraine,2021-S51,974200,230742500,422.202238425951,0.0,27,50,26,68,0.0,0.0,43,36,73,0,74,48,47,100,92,25,40,24,21.0,26,0.0,26,9,0.0,81.0,0.0,24,46,0.0,6,46,24,0,45,24,0,0,0
85,2021-12-20,M,Lorraine,2021-S52,2456900,230742500,1064.78000368376,0.0,41,44,44,91,0.0,0.0,59,49,69,0,52,100,47,31,64,61,0,100,0.0,48,0.0,53,10,49.0,0.0,0.0,0,100,0.0,26,30,59,45,96,0,12,82,0
86,2021-12-27,M,Lorraine,2022-S01,4360400,230742500,1889.7255598773525,0.0,83,87,61,71,44.0,35.0,0,34,66,0,85,60,82,32,67,45,0,18,23.0,44,0.0,42,12,0.0,64.0,36.0,26,17,0.0,10,39,62,0,64,55,0,34,50
87,2022-01-03,M,Lorraine,2022-S02,5279800,230742500,2288.1783806624267,0.0,100,100,62,93,31.0,0.0,42,63,64,0,58,42,81,22,67,29,0,31,0.0,21,31.0,70,11,45.0,55.0,0.0,0,56,26.0,22,95,38,0,61,33,10,60,19
88,2022-01-10,M,Lorraine,2022-S03,7839500,230742500,3397.51021159951,0.0,85,92,89,55,0.0,0.0,0,100,60,0,80,0,61,52,81,54,34,42,0.0,86,0.0,48,9,0.0,0.0,29.0,62,60,0.0,11,0,25,22,76,43,13,0,0
89,2022-01-17,M,Lorraine,2022-S04,8490500,230742500,3679.64289196832,0.0,98,97,72,96,0.0,0.0,76,31,61,0,57,46,54,89,80,25,0,26,0.0,81,30.0,49,9,0.0,32.0,21.0,100,54,0.0,19,33,57,0,60,25,18,58,0
90,2022-01-24,M,Lorraine,2022-S05,6716700,230742500,2910.907180081693,22.0,95,94,54,81,0.0,26.0,0,90,61,0,67,20,77,24,58,25,0,78,73.0,46,0.0,31,9,0.0,0.0,29.0,0,15,82.0,20,51,30,0,80,40,22,38,49
91,2022-01-31,M,Lorraine,2022-S06,4033800,230742500,1748.182497805996,0.0,64,80,100,60,0.0,41.0,0,32,58,0,61,45,59,27,94,27,0,46,39.0,54,0.0,18,7,0.0,0.0,21.0,0,65,0.0,0,38,33,0,65,67,0,0,0
92,2022-02-07,M,Lorraine,2022-S07,2674000,230742500,1158.8675688267224,0.0,63,75,57,82,0.0,21.0,0,21,46,36,21,80,76,27,83,0,0,41,0.0,59,33.0,24,6,0.0,0.0,16.0,0,32,0.0,9,0,0,0,60,31,0,26,18
93,2022-02-14,M,Lorraine,2022-S08,2115100,230742500,916.6495119017952,0.0,39,60,32,49,0.0,0.0,54,0,61,0,59,45,52,24,85,0,23,48,0.0,56,0.0,13,4,42.0,0.0,0.0,0,29,16.0,9,39,26,0,55,36,5,87,0
94,2022-02-21,M,Lorraine,2022-S09,2092300,230742500,906.768367335883,0.0,27,75,24,67,0.0,0.0,43,29,53,20,71,28,62,38,59,5,29,30,0.0,97,55.0,8,5,0.0,0.0,12.0,15,53,28.0,25,55,7,0,50,45,0,26,0
95,2022-02-28,M,Lorraine,2022-S10,2592300,230742500,1123.4601341322036,58.0,13,60,21,46,0.0,0.0,0,20,45,0,60,48,81,28,91,0,19,76,0.0,63,0.0,26,4,0.0,0.0,21.0,20,76,0.0,25,44,0,0,70,22,9,21,0
96,2022-03-07,M,Lorraine,2022-S11,3232300,230742500,1400.825595631494,0.0,43,71,15,88,0.0,24.0,33,36,51,0,54,37,59,79,89,0,0,15,0.0,38,0.0,43,4,0.0,0.0,0.0,0,22,23.0,24,38,23,0,56,24,4,20,0
97,2022-03-14,M,Lorraine,2022-S12,3846700,230742500,1667.0964386708126,26.0,36,79,37,82,0.0,0.0,52,0,76,0,50,59,60,27,88,0,26,38,15.0,45,0.0,28,4,0.0,0.0,0.0,0,0,0.0,12,18,16,16,68,38,0,0,0
98,2022-03-21,M,Lorraine,2022-S13,3556300,230742500,1541.2418605155096,0.0,40,67,45,78,0.0,0.0,0,22,94,34,63,45,100,78,76,12,34,42,0.0,56,0.0,23,4,31.0,0.0,49.0,39,36,16.0,4,0,10,0,57,24,4,0,18
99,2022-03-28,M,Lorraine,2022-S14,3128400,230742500,1355.797046491219,0.0,43,75,56,77,57.0,16.0,0,21,98,24,84,44,79,38,83,12,26,43,18.0,51,33.0,9,4,0.0,0.0,17.0,0,50,0.0,19,14,0,0,57,39,0,0,0
100,2022-04-04,M,Lorraine,2022-S15,2449500,230742500,1061.5729655351745,0.0,30,74,37,95,52.0,0.0,33,37,100,0,65,70,80,57,77,6,41,31,17.0,72,57.0,27,3,0.0,0.0,0.0,18,22,0.0,17,76,8,0,60,58,0,73,0
101,2022-04-11,M,Lorraine,2022-S16,1604900,230742500,695.5372330628297,0.0,27,65,43,100,0.0,0.0,25,46,97,0,60,61,64,21,74,9,27,37,0.0,18,47.0,14,3,0.0,0.0,0.0,0,41,49.0,6,0,6,0,73,24,0,28,0
