,date,region,region name,week,P,pop,incidence,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports
1116,2021-01-11,R,Pays_de_la_Loire,2021-S03,607500,380179700,159.79285585211414,0.0,3,40,18,68,0.0,0.0,0,42,25,31,56,36,71,31,39,0,71,37,0.0,43,77.0,26,26,0.0,0.0,0.0,0,67,43.0,19,0,8,28,53,33,11,0,0
1117,2021-01-18,R,Pays_de_la_Loire,2021-S04,623700,380179700,164.0539986748372,0.0,14,40,8,57,23.0,0.0,0,57,32,0,52,61,53,24,58,0,29,52,0.0,63,0.0,12,23,0.0,22.0,0.0,0,50,0.0,20,54,6,21,79,34,10,70,0
1118,2021-01-25,R,Pays_de_la_Loire,2021-S05,523900,380179700,137.80325461880264,0.0,8,46,9,49,0.0,0.0,0,0,34,42,51,44,54,29,58,0,32,66,0.0,31,0.0,32,24,48.0,0.0,0.0,0,80,0.0,10,16,8,0,63,53,14,54,0
1119,2021-02-01,R,Pays_de_la_Loire,2021-S06,425300,380179700,111.86815077185868,0.0,2,47,17,29,0.0,0.0,27,67,35,32,66,31,83,33,64,0,100,52,0.0,23,0.0,44,21,0.0,20.0,0.0,0,59,0.0,34,11,12,23,53,24,0,40,27
1120,2021-02-08,R,Pays_de_la_Loire,2021-S07,499300,380179700,131.3326303324454,0.0,6,38,23,13,0.0,0.0,0,23,28,0,54,47,69,63,46,0,39,23,0.0,28,0.0,35,18,0.0,0.0,0.0,0,92,0.0,17,21,15,0,40,24,11,44,37
1121,2021-02-15,R,Pays_de_la_Loire,2021-S08,512100,380179700,134.6994592294118,0.0,7,43,18,46,0.0,22.0,0,0,62,0,55,31,74,47,54,0,69,68,0.0,28,0.0,14,16,0.0,15.0,0.0,0,72,62.0,15,22,15,0,72,28,10,53,20
1122,2021-02-22,R,Pays_de_la_Loire,2021-S09,520500,380179700,136.9089406930459,0.0,6,51,34,23,0.0,0.0,37,0,53,0,56,47,64,29,52,0,20,33,0.0,36,0.0,34,18,0.0,0.0,0.0,0,50,36.0,21,19,15,18,49,36,3,28,26
1123,2021-03-01,R,Pays_de_la_Loire,2021-S10,567300,380179700,149.2189088475792,0.0,6,43,37,68,44.0,0.0,0,0,35,90,69,43,66,0,69,0,42,23,0.0,39,0.0,33,14,20.0,32.0,10.0,0,45,0.0,14,12,8,0,71,40,0,0,28
1124,2021-03-08,R,Pays_de_la_Loire,2021-S11,686600,380179700,180.5988063013359,0.0,9,32,10,57,0.0,0.0,0,36,30,31,69,36,54,52,64,0,51,43,0.0,43,0.0,21,14,0.0,0.0,0.0,36,47,0.0,19,17,13,28,62,34,10,43,0
1125,2021-03-15,R,Pays_de_la_Loire,2021-S12,915200,380179700,240.7282661330944,0.0,8,52,32,65,28.0,0.0,24,40,35,31,54,57,70,82,77,0,0,58,0.0,57,0.0,20,17,0.0,0.0,0.0,0,72,0.0,21,26,22,0,64,52,5,51,0
1126,2021-03-22,R,Pays_de_la_Loire,2021-S13,1048800,380179700,275.86954274518075,0.0,5,56,34,36,0.0,0.0,17,29,45,23,34,63,84,56,69,0,71,26,0.0,29,100.0,36,19,0.0,0.0,0.0,0,67,0.0,12,15,9,0,81,36,4,73,0
1127,2021-03-29,R,Pays_de_la_Loire,2021-S14,931200,380179700,244.9368022543024,43.0,10,56,26,60,25.0,0.0,0,31,48,28,60,61,70,55,57,0,55,49,0.0,32,31.0,69,24,22.0,0.0,0.0,0,45,0.0,15,0,100,0,84,88,7,61,0
1128,2021-04-05,R,Pays_de_la_Loire,2021-S15,979200,380179700,257.56241061792616,0.0,8,56,32,45,0.0,0.0,0,22,34,0,59,41,75,23,58,0,36,50,0.0,29,0.0,39,16,0.0,0.0,0.0,0,38,17.0,15,39,16,0,60,52,8,22,0
1129,2021-04-12,R,Pays_de_la_Loire,2021-S16,877500,380179700,230.8119028974982,0.0,12,46,14,38,0.0,0.0,44,38,38,44,44,40,89,59,83,3,60,54,0.0,37,0.0,44,16,40.0,0.0,0.0,0,47,38.0,9,46,18,0,73,45,6,29,0
1130,2021-04-19,R,Pays_de_la_Loire,2021-S17,628500,380179700,165.3165595111996,0.0,11,52,22,44,0.0,0.0,23,18,25,42,54,79,86,54,57,0,41,65,0.0,45,0.0,46,16,0.0,18.0,0.0,0,40,0.0,21,31,17,20,100,25,0,37,32
1131,2021-04-26,R,Pays_de_la_Loire,2021-S18,523700,380179700,137.75064791728752,0.0,6,39,22,39,0.0,17.0,0,62,29,60,63,46,74,55,57,0,69,41,0.0,41,0.0,35,13,45.0,0.0,11.0,19,43,0.0,15,39,22,0,66,35,4,25,0
1132,2021-05-03,R,Pays_de_la_Loire,2021-S19,465100,380179700,122.33688437336345,0.0,10,45,11,35,0.0,0.0,0,39,16,0,28,48,84,53,52,0,37,60,0.0,48,0.0,29,11,0.0,0.0,9.0,0,62,0.0,27,72,23,0,60,37,0,33,34
1133,2021-05-10,R,Pays_de_la_Loire,2021-S20,460500,380179700,121.12693023851617,36.0,3,50,24,37,24.0,0.0,41,34,24,0,53,37,66,52,62,0,46,45,0.0,56,0.0,38,10,0.0,48.0,9.0,19,33,100.0,24,22,16,0,49,32,6,16,0
1134,2021-05-17,R,Pays_de_la_Loire,2021-S21,343000,380179700,90.22049309839532,42.0,8,53,13,35,0.0,0.0,0,25,29,80,51,37,65,51,76,0,52,53,62.0,72,27.0,34,10,0.0,0.0,0.0,49,47,0.0,17,58,5,0,55,31,8,25,0
1135,2021-05-24,R,Pays_de_la_Loire,2021-S22,239800,380179700,63.07543511660407,0.0,6,39,23,0,0.0,0.0,0,64,37,34,59,50,85,24,63,0,61,61,21.0,64,0.0,33,8,0.0,0.0,0.0,38,34,19.0,27,27,8,22,85,29,3,42,0
1136,2021-05-31,R,Pays_de_la_Loire,2021-S23,119000,380179700,31.30098740148409,0.0,14,37,29,42,20.0,0.0,45,30,30,39,59,50,64,56,44,0,51,32,0.0,53,0.0,41,8,0.0,0.0,0.0,0,43,0.0,50,17,14,0,44,38,0,36,58
1137,2021-06-07,R,Pays_de_la_Loire,2021-S24,54400,380179700,14.309022812107012,0.0,6,40,21,35,0.0,0.0,26,74,32,0,69,46,68,52,73,0,0,62,0.0,86,0.0,24,7,50.0,0.0,0.0,45,31,0.0,34,64,8,0,50,18,15,16,0
1138,2021-06-14,R,Pays_de_la_Loire,2021-S25,37100,380179700,9.75854313105092,0.0,3,48,15,48,0.0,0.0,27,36,29,0,61,50,69,0,68,0,0,46,0.0,79,0.0,18,6,0.0,17.0,0.0,0,44,36.0,0,41,13,0,55,24,0,13,0
1139,2021-06-21,R,Pays_de_la_Loire,2021-S26,54000,380179700,14.203809409076811,0.0,2,39,9,44,0.0,0.0,33,0,35,0,77,48,99,48,100,9,62,46,0.0,79,0.0,0,6,21.0,0.0,0.0,32,47,61.0,28,31,17,0,54,20,0,16,0
1140,2021-06-28,R,Pays_de_la_Loire,2021-S27,116400,380179700,30.6171002817878,0.0,6,41,14,20,0.0,0.0,0,22,31,56,78,50,86,33,65,0,19,32,17.0,54,0.0,14,6,25.0,0.0,0.0,47,55,0.0,20,57,21,0,54,33,0,33,41
1141,2021-07-05,R,Pays_de_la_Loire,2021-S28,227400,380179700,59.81381962266792,0.0,8,35,26,0,25.0,0.0,23,0,31,21,49,57,89,22,55,4,47,76,24.0,50,31.0,13,8,0.0,54.0,0.0,0,46,0.0,26,38,37,0,59,32,3,0,0
1142,2021-07-12,R,Pays_de_la_Loire,2021-S29,388000,380179700,102.05700093929264,21.0,9,35,29,59,0.0,0.0,0,37,26,80,58,46,76,39,57,6,29,15,0.0,61,0.0,14,9,0.0,0.0,17.0,100,34,0.0,19,94,33,0,57,18,11,38,0
1143,2021-07-19,R,Pays_de_la_Loire,2021-S30,429000,380179700,112.841374749888,0.0,10,50,30,56,0.0,21.0,30,38,52,47,82,67,70,67,65,0,0,59,0.0,51,0.0,0,11,52.0,71.0,56.0,37,45,0.0,32,48,56,0,48,29,4,40,0
1144,2021-07-26,R,Pays_de_la_Loire,2021-S31,426400,380179700,112.15748763019172,0.0,10,52,27,57,48.0,54.0,37,0,42,0,86,77,97,37,98,0,27,64,0.0,50,49.0,6,8,0.0,35.0,12.0,63,60,0.0,7,34,27,20,73,38,0,48,0
1145,2021-08-02,R,Pays_de_la_Loire,2021-S32,489900,380179700,128.86011536123576,0.0,7,35,22,48,0.0,0.0,17,36,29,55,59,40,73,66,75,7,0,64,0.0,69,0.0,9,8,0.0,27.0,0.0,59,42,33.0,7,78,24,0,46,25,0,34,0
1146,2021-08-09,R,Pays_de_la_Loire,2021-S33,477600,380179700,125.62480321805717,0.0,8,40,10,49,0.0,0.0,24,50,35,0,80,80,55,32,62,6,61,32,19.0,68,0.0,0,8,0.0,0.0,52.0,57,29,0.0,0,82,17,0,48,10,0,51,0
1147,2021-08-16,R,Pays_de_la_Loire,2021-S34,403000,380179700,106.0025035529251,0.0,3,54,13,44,26.0,0.0,0,29,18,46,69,56,80,55,72,0,40,52,0.0,45,0.0,0,7,0.0,37.0,0.0,0,36,0.0,12,32,11,33,58,25,0,45,28
1148,2021-08-23,R,Pays_de_la_Loire,2021-S35,299000,380179700,78.64701876507347,0.0,4,50,22,29,0.0,0.0,19,39,27,0,84,47,66,35,78,0,63,70,46.0,52,36.0,18,6,0.0,40.0,0.0,0,35,0.0,17,30,0,0,75,28,0,45,32
1149,2021-08-30,R,Pays_de_la_Loire,2021-S36,224500,380179700,59.05102245069897,0.0,3,42,17,25,0.0,34.0,49,0,30,42,68,80,68,33,57,0,66,51,0.0,75,39.0,43,6,0.0,69.0,31.0,0,18,0.0,33,16,14,0,35,33,11,50,0
1150,2021-09-06,R,Pays_de_la_Loire,2021-S37,165000,380179700,43.400528749956926,0.0,0,46,7,62,19.0,0.0,100,0,20,51,71,58,59,40,90,0,64,72,21.0,50,0.0,26,5,0.0,73.0,41.0,73,62,26.0,15,0,8,62,87,28,0,29,0
1151,2021-09-13,R,Pays_de_la_Loire,2021-S38,156100,380179700,41.05953053253501,0.0,5,48,13,28,0.0,0.0,0,26,45,0,71,51,89,50,65,0,79,30,0.0,72,0.0,28,4,27.0,41.0,0.0,0,31,0.0,0,56,6,0,69,30,5,0,0
1152,2021-09-20,R,Pays_de_la_Loire,2021-S39,154300,380179700,40.58607021889912,0.0,0,40,17,18,0.0,0.0,0,29,38,0,42,61,78,30,64,5,41,56,0.0,70,0.0,28,5,23.0,0.0,0.0,0,46,0.0,17,0,12,0,56,31,4,30,0
1153,2021-09-27,R,Pays_de_la_Loire,2021-S40,144300,380179700,37.95573514314415,0.0,2,36,22,43,0.0,0.0,47,30,59,0,51,82,72,56,66,3,56,76,0.0,84,0.0,8,4,0.0,0.0,26.0,93,66,53.0,15,0,12,0,49,50,0,37,0
1154,2021-10-04,R,Pays_de_la_Loire,2021-S41,182300,380179700,47.951008431013015,0.0,5,43,50,25,0.0,0.0,0,42,60,47,76,43,71,100,66,0,93,65,0.0,78,0.0,0,4,0.0,36.0,0.0,0,39,0.0,21,42,12,0,65,37,0,0,0
1155,2021-10-11,R,Pays_de_la_Loire,2021-S42,277400,380179700,72.96549500144275,0.0,3,43,37,41,0.0,0.0,0,28,70,0,39,46,39,85,79,0,81,40,0.0,70,0.0,15,4,0.0,56.0,28.0,0,46,0.0,7,25,11,0,63,39,0,28,32
1156,2021-10-18,R,Pays_de_la_Loire,2021-S43,319200,380179700,83.9602956180985,0.0,3,46,29,60,0.0,15.0,0,39,82,40,36,86,74,39,69,5,0,31,0.0,50,0.0,21,4,0.0,0.0,15.0,0,87,0.0,11,30,6,0,82,32,0,0,0
1157,2021-10-25,R,Pays_de_la_Loire,2021-S44,357700,380179700,94.08708565975512,22.0,4,47,40,45,22.0,0.0,34,52,79,0,71,42,66,48,62,0,61,66,0.0,81,58.0,15,4,0.0,0.0,27.0,0,43,0.0,0,48,10,0,41,18,0,0,26
1158,2021-11-01,R,Pays_de_la_Loire,2021-S45,506300,380179700,133.17386488547388,0.0,4,52,24,42,0.0,0.0,0,35,80,0,68,63,79,62,72,0,34,39,0.0,63,41.0,10,5,0.0,0.0,0.0,0,58,0.0,13,38,4,0,48,22,6,57,47
1159,2021-11-08,R,Pays_de_la_Loire,2021-S46,757500,380179700,199.24788198843865,0.0,3,42,42,47,0.0,0.0,39,50,70,0,55,81,42,47,66,0,29,35,0.0,51,0.0,24,5,36.0,0.0,29.0,0,60,0.0,16,65,10,57,57,30,0,14,0
1160,2021-11-15,R,Pays_de_la_Loire,2021-S47,1020900,380179700,268.5309078838244,0.0,9,60,21,63,0.0,0.0,33,0,67,0,69,80,85,65,54,0,0,59,0.0,67,0.0,23,6,0.0,0.0,0.0,30,60,0.0,21,15,11,31,53,26,11,54,34
1161,2021-11-22,R,Pays_de_la_Loire,2021-S48,1408500,380179700,370.4826954200868,43.0,10,57,42,14,0.0,0.0,0,21,82,0,47,47,72,54,64,18,60,23,0.0,46,0.0,23,8,0.0,0.0,0.0,39,50,0.0,23,59,20,0,70,28,3,59,0
1162,2021-11-29,R,Pays_de_la_Loire,2021-S49,1502500,380179700,395.20784513218354,0.0,20,49,37,44,39.0,29.0,21,0,84,0,59,70,76,53,60,100,51,57,0.0,59,0.0,36,8,0.0,36.0,14.0,0,56,0.0,29,42,35,0,64,56,0,30,0
1163,2021-12-06,R,Pays_de_la_Loire,2021-S50,1399500,380179700,368.1153938519074,0.0,23,57,29,70,24.0,0.0,40,29,82,0,59,40,65,53,63,23,28,48,0.0,41,0.0,46,8,0.0,0.0,32.0,49,55,23.0,19,22,28,23,60,15,6,51,0
1164,2021-12-13,R,Pays_de_la_Loire,2021-S51,1780600,380179700,468.35746358892914,0.0,20,65,42,55,0.0,0.0,0,44,72,0,95,38,70,23,48,22,0,60,0.0,44,0.0,22,7,30.0,100.0,0.0,28,60,0.0,12,36,18,0,72,12,12,41,0
1165,2021-12-20,R,Pays_de_la_Loire,2021-S52,5156800,380179700,1356.4111918653207,0.0,28,73,54,88,0.0,20.0,0,0,78,100,100,60,77,49,35,41,30,55,0.0,73,69.0,28,8,0.0,0.0,100.0,33,27,0.0,20,16,51,0,60,11,0,100,0
1166,2021-12-27,R,Pays_de_la_Loire,2022-S01,8763000,380179700,2304.962626884076,0.0,85,98,81,54,25.0,0.0,0,0,84,0,97,100,69,41,60,88,0,38,0.0,67,0.0,64,11,70.0,96.0,35.0,52,51,69.0,38,47,58,43,62,12,8,95,0
1167,2022-01-03,R,Pays_de_la_Loire,2022-S02,10779000,380179700,2835.238178156277,36.0,100,96,83,53,0.0,100.0,36,0,70,59,85,74,97,46,59,51,50,39,40.0,67,46.0,92,9,0.0,83.0,24.0,0,100,41.0,10,67,18,0,53,49,7,75,44
1168,2022-01-10,R,Pays_de_la_Loire,2022-S03,15492200,380179700,4074.967706061108,31.0,58,95,66,69,0.0,19.0,0,81,58,63,56,29,90,56,79,25,43,100,0.0,78,0.0,43,7,64.0,27.0,19.0,94,81,0.0,26,25,18,0,93,19,6,73,38
1169,2022-01-17,R,Pays_de_la_Loire,2022-S04,15685200,380179700,4125.733173023178,0.0,82,100,100,75,31.0,0.0,40,50,70,0,95,52,94,63,72,31,42,65,0.0,75,57.0,62,7,0.0,71.0,0.0,0,54,0.0,16,0,38,0,84,33,0,86,41
1170,2022-01-24,R,Pays_de_la_Loire,2022-S05,10706400,380179700,2816.141945506296,63.0,84,99,86,71,0.0,38.0,0,35,57,72,88,84,77,82,79,35,62,47,50.0,84,0.0,45,6,27.0,57.0,11.0,52,86,0.0,24,14,17,0,75,43,0,40,0
1171,2022-01-31,R,Pays_de_la_Loire,2022-S06,4848200,380179700,1275.2390514275223,0.0,49,68,58,61,37.0,0.0,0,72,59,0,75,64,96,36,85,9,95,41,0.0,88,0.0,29,6,99.0,30.0,0.0,29,79,0.0,16,22,15,0,73,30,10,39,0
1172,2022-02-07,R,Pays_de_la_Loire,2022-S07,2909200,380179700,765.2170802386346,0.0,24,73,34,38,44.0,0.0,0,27,56,0,66,74,89,46,69,8,45,69,0.0,100,0.0,15,5,0.0,0.0,0.0,52,47,0.0,0,34,24,0,75,24,0,23,0
1173,2022-02-14,R,Pays_de_la_Loire,2022-S08,2091300,380179700,550.081974392636,0.0,18,59,30,55,0.0,14.0,35,28,36,0,53,49,80,65,59,4,84,47,0.0,91,0.0,11,4,0.0,0.0,13.0,45,77,17.0,13,35,13,0,60,37,4,37,43
1174,2022-02-21,R,Pays_de_la_Loire,2022-S09,1995400,380179700,524.8570610161458,26.0,10,67,31,64,0.0,10.0,50,61,46,0,69,59,69,56,67,4,60,47,0.0,91,29.0,21,3,0.0,44.0,0.0,0,43,0.0,27,0,9,0,66,19,0,32,42
1175,2022-02-28,R,Pays_de_la_Loire,2022-S10,2525200,380179700,664.2122133296439,0.0,16,59,17,49,15.0,0.0,41,41,49,0,56,85,68,60,74,0,49,49,0.0,83,0.0,37,3,0.0,0.0,0.0,20,49,0.0,25,17,7,0,74,28,6,20,28
1176,2022-03-07,R,Pays_de_la_Loire,2022-S11,3476900,380179700,914.541202489244,0.0,17,57,18,66,0.0,42.0,0,15,65,33,63,80,90,89,84,0,47,95,0.0,82,0.0,13,3,19.0,0.0,0.0,17,57,0.0,15,12,17,0,68,32,0,0,0
1177,2022-03-14,R,Pays_de_la_Loire,2022-S12,5102000,380179700,1341.9969556501833,18.0,18,78,34,79,0.0,0.0,13,19,75,28,68,30,78,51,77,3,58,57,0.0,93,0.0,16,3,0.0,0.0,9.0,0,55,0.0,20,0,3,0,61,27,0,61,0
1178,2022-03-21,R,Pays_de_la_Loire,2022-S13,5575300,380179700,1466.490714785666,0.0,32,84,61,100,0.0,0.0,19,20,82,0,71,53,77,64,81,0,43,46,28.0,76,0.0,21,3,31.0,17.0,10.0,0,27,0.0,18,14,9,0,70,26,5,0,28
1179,2022-03-28,R,Pays_de_la_Loire,2022-S14,5541800,380179700,1457.6790922818868,0.0,29,93,37,94,21.0,39.0,0,68,100,0,85,83,92,76,81,8,44,40,0.0,90,0.0,26,3,0.0,0.0,0.0,0,64,0.0,15,13,8,0,75,33,6,15,17
1180,2022-04-04,R,Pays_de_la_Loire,2022-S15,4379300,380179700,1151.902639725372,0.0,27,91,61,100,19.0,0.0,28,16,85,20,69,86,97,43,91,0,76,42,0.0,69,0.0,24,2,0.0,0.0,0.0,0,67,26.0,13,21,8,0,87,34,0,10,24
1181,2022-04-11,R,Pays_de_la_Loire,2022-S16,2779900,380179700,731.2068477091228,0.0,18,69,58,67,17.0,11.0,33,32,86,0,81,91,100,68,74,2,81,51,0.0,72,35.0,18,2,0.0,14.0,0.0,0,54,0.0,15,19,7,0,65,22,5,38,75
1182,2022-04-18,R,Pays_de_la_Loire,2022-S17,2049000,380179700,538.9556570221923,18.0,12,64,42,45,0.0,0.0,27,39,76,21,82,68,82,65,75,3,49,37,35.0,68,0.0,19,2,28.0,0.0,0.0,13,57,0.0,10,29,3,0,61,18,0,19,0
1183,2022-04-25,R,Pays_de_la_Loire,2022-S18,1687700,380179700,443.9216507351655,0.0,12,59,26,44,0.0,0.0,58,0,47,16,64,47,83,92,72,0,52,66,0.0,66,0.0,32,2,0.0,0.0,8.0,26,54,0.0,8,0,4,0,63,30,3,13,0
1184,2022-05-02,R,Pays_de_la_Loire,2022-S19,1408500,380179700,370.4826954200868,0.0,10,66,22,64,14.0,0.0,36,28,53,0,64,70,96,76,69,0,42,61,0.0,66,66.0,24,2,0.0,22.0,0.0,0,54,0.0,0,9,23,0,61,27,0,10,0
1185,2022-05-09,R,Pays_de_la_Loire,2022-S20,1024400,380179700,269.45152516033863,20.0,7,65,22,61,0.0,0.0,0,51,51,0,82,56,89,48,87,0,58,32,0.0,60,0.0,27,2,17.0,25.0,0.0,28,57,0.0,13,11,25,0,58,33,0,15,0
1186,2022-05-16,R,Pays_de_la_Loire,2022-S21,718300,380179700,188.9369684914792,0.0,6,57,19,62,0.0,0.0,14,100,50,0,78,53,66,64,66,0,25,33,34.0,84,0.0,23,1,0.0,34.0,14.0,22,43,0.0,0,0,25,0,67,24,4,37,0
1187,2022-05-23,R,Pays_de_la_Loire,2022-S22,878700,380179700,231.1275431065888,29.0,3,62,24,42,0.0,44.0,23,0,45,0,80,70,74,50,56,0,70,39,0.0,78,0.0,9,1,100.0,0.0,0.0,0,42,23.0,9,28,11,0,69,15,0,32,0
1188,2020-05-11,E,Bretagne,2020-S20,4200,225830600,1.8598011075558405,0.0,7,33,30,12,0.0,0.0,0,17,17,13,43,38,51,32,53,0,0,50,75.0,34,0.0,44,94,0.0,12.0,0.0,0,20,0.0,57,58,22,100,42,59,93,28,0
1189,2020-05-18,E,Bretagne,2020-S21,16700,225830600,7.394923451472033,0.0,4,34,25,50,0.0,0.0,0,100,30,0,54,38,45,44,45,0,39,32,0.0,28,0.0,42,72,0.0,0.0,0.0,0,27,0.0,49,31,9,26,53,37,100,43,0
1190,2020-05-25,E,Bretagne,2020-S22,7000,225830600,3.099668512593068,0.0,9,25,19,30,31.0,24.0,39,24,15,0,53,61,57,38,63,3,25,52,0.0,31,39.0,38,51,0.0,0.0,0.0,18,35,34.0,71,36,12,47,51,57,44,15,42
1191,2020-06-01,E,Bretagne,2020-S23,2000,225830600,0.8856195750265907,0.0,9,27,26,35,28.0,0.0,21,21,15,13,69,23,67,26,62,0,55,56,60.0,52,0.0,27,41,0.0,12.0,0.0,0,26,0.0,100,28,8,58,60,61,34,15,60
1192,2020-06-08,E,Bretagne,2020-S24,1600,225830600,0.7084956600212725,0.0,5,18,16,26,0.0,82.0,0,38,20,0,58,62,66,44,65,0,0,53,0.0,50,0.0,33,34,0.0,0.0,0.0,0,43,0.0,77,43,27,0,49,59,15,0,0
1193,2020-06-15,E,Bretagne,2020-S25,1900,225830600,0.8413385962752612,0.0,9,18,12,22,0.0,0.0,26,24,16,0,52,49,47,31,66,0,39,63,0.0,77,0.0,13,35,0.0,0.0,0.0,0,59,0.0,94,39,7,58,49,40,22,0,22
1194,2020-06-22,E,Bretagne,2020-S26,2300,225830600,1.0184625112805794,0.0,7,23,0,36,0.0,0.0,0,24,4,0,49,40,58,29,59,0,30,30,0.0,62,0.0,28,33,0.0,48.0,0.0,32,18,36.0,72,58,11,28,52,52,17,0,55
1195,2020-06-29,E,Bretagne,2020-S27,2500,225830600,1.1070244687832385,0.0,0,31,14,35,0.0,0.0,0,0,11,0,62,46,80,53,67,0,0,43,0.0,83,0.0,23,32,0.0,70.0,26.0,26,43,0.0,80,48,0,36,46,39,23,18,25
1196,2020-07-06,E,Bretagne,2020-S28,7200,225830600,3.1882304700957267,0.0,4,31,10,31,0.0,63.0,0,0,10,34,52,56,59,0,67,0,14,28,0.0,50,0.0,22,35,0.0,0.0,0.0,41,44,0.0,59,53,13,0,43,33,17,23,42
1197,2020-07-13,E,Bretagne,2020-S29,19700,225830600,8.72335281401192,0.0,0,36,9,42,0.0,0.0,28,13,29,0,73,71,65,21,54,7,0,67,0.0,49,0.0,15,46,0.0,0.0,31.0,28,28,50.0,30,18,9,0,38,37,23,23,100
1198,2020-07-20,E,Bretagne,2020-S30,7700,225830600,3.409635363852374,43.0,3,31,12,39,0.0,0.0,21,49,45,0,100,54,69,28,67,0,90,65,0.0,45,0.0,9,50,19.0,16.0,0.0,0,36,0.0,45,40,7,0,63,26,17,0,0
1199,2020-07-27,E,Bretagne,2020-S31,10200,225830600,4.516659832635613,0.0,2,30,0,62,0.0,0.0,24,13,20,0,83,42,59,41,58,0,27,30,27.0,39,0.0,16,44,22.0,0.0,0.0,0,50,0.0,0,18,7,43,55,34,23,16,0
1200,2020-08-03,E,Bretagne,2020-S32,22200,225830600,9.830377282795157,0.0,2,32,12,45,0.0,0.0,0,16,18,55,59,66,48,40,61,0,26,30,0.0,46,0.0,5,36,48.0,0.0,0.0,0,34,0.0,28,30,21,34,47,18,11,15,0
1201,2020-08-10,E,Bretagne,2020-S33,20700,225830600,9.166162601525214,0.0,0,28,11,38,0.0,0.0,0,24,24,16,53,51,51,46,59,0,0,40,0.0,62,0.0,0,34,0.0,0.0,26.0,27,36,0.0,12,100,19,0,41,15,21,0,0
1202,2020-08-17,E,Bretagne,2020-S34,30000,225830600,13.28429362539886,0.0,4,32,23,60,0.0,0.0,0,51,24,0,57,56,64,55,74,0,30,0,36.0,38,0.0,34,30,0.0,0.0,0.0,0,45,0.0,26,80,22,0,36,36,23,51,0
1203,2020-08-24,E,Bretagne,2020-S35,39500,225830600,17.490986606775166,0.0,8,26,17,47,0.0,26.0,0,22,23,0,66,74,65,44,62,0,27,47,0.0,51,0.0,8,30,36.0,0.0,0.0,0,38,100.0,27,54,0,40,40,25,8,44,0
1204,2020-08-31,E,Bretagne,2020-S36,63500,225830600,28.11842150709425,0.0,9,31,12,47,0.0,0.0,33,0,18,25,58,53,54,26,75,0,44,37,0.0,47,0.0,30,28,0.0,18.0,0.0,0,22,21.0,22,54,24,37,55,23,27,22,0
1205,2020-09-07,E,Bretagne,2020-S37,63900,225830600,28.29554542209957,0.0,7,47,46,28,0.0,0.0,0,14,42,22,66,59,72,47,70,3,30,46,0.0,62,0.0,38,35,0.0,0.0,0.0,0,53,0.0,0,54,26,0,63,26,19,0,0
1206,2020-09-14,E,Bretagne,2020-S38,87200,225830600,38.61301347115936,0.0,9,49,41,86,0.0,0.0,74,0,46,0,52,71,42,29,79,11,57,31,0.0,49,0.0,23,32,0.0,22.0,0.0,0,44,23.0,26,65,38,0,70,36,13,14,0
1207,2020-09-21,E,Bretagne,2020-S39,77500,225830600,34.31775853228039,0.0,9,32,35,37,0.0,0.0,43,38,35,0,55,35,56,79,78,0,0,57,0.0,49,0.0,29,32,0.0,13.0,0.0,0,45,40.0,16,34,32,47,62,23,15,66,33
1208,2020-09-28,E,Bretagne,2020-S40,77000,225830600,34.096353638523745,0.0,10,34,14,51,0.0,0.0,0,0,27,0,61,45,51,49,65,0,16,52,0.0,39,20.0,40,29,0.0,0.0,40.0,0,35,0.0,13,44,44,0,54,27,23,48,40
1209,2020-10-05,E,Bretagne,2020-S41,127300,225830600,56.3696859504425,28.0,0,27,9,33,26.0,0.0,31,32,42,0,36,56,45,33,67,6,35,52,33.0,25,0.0,31,25,0.0,0.0,0.0,0,57,0.0,29,27,36,0,65,21,17,0,0
1210,2020-10-12,E,Bretagne,2020-S42,204700,225830600,90.64316350397156,0.0,2,34,7,39,0.0,0.0,0,22,40,0,47,33,64,35,73,0,61,54,43.0,53,0.0,40,29,69.0,0.0,0.0,41,50,0.0,34,28,29,24,49,9,21,35,0
1211,2020-10-19,E,Bretagne,2020-S43,314300,225830600,139.17511621542872,47.0,9,36,22,20,0.0,0.0,0,30,40,16,39,86,53,49,68,0,24,37,0.0,40,0.0,20,33,28.0,13.0,29.0,35,42,0.0,47,43,60,0,53,24,11,53,27
1212,2020-10-26,E,Bretagne,2020-S44,426100,225830600,188.6812504594152,0.0,12,39,31,42,0.0,0.0,40,11,31,36,58,66,47,42,70,0,23,53,0.0,43,0.0,100,44,0.0,0.0,25.0,27,44,51.0,27,16,48,0,47,47,6,71,19
1213,2020-11-02,E,Bretagne,2020-S45,431100,225830600,190.89529939698164,0.0,8,33,34,36,0.0,0.0,0,27,25,0,35,32,47,58,78,0,32,55,22.0,28,49.0,88,36,16.0,0.0,61.0,0,65,0.0,21,23,17,0,45,23,19,55,0
