,dep,semaine,pop,P,T,Ti,Tp,Td,cl_age90
3761,66,2020-S53,"479000,00","489,00","10271,00","102,09","4,76","2144,26",0
3762,66,2021-S01,"479000,00","788,00","14387,00","164,51","5,48","3003,55",0
3763,66,2021-S02,"479000,00","1007,00","15914,00","210,23","6,33","3322,34",0
3764,66,2021-S03,"479000,00","1250,00","17671,00","260,96","7,07","3689,14",0
3765,66,2021-S04,"479000,00","1220,00","19404,00","254,70","6,29","4050,94",0
3766,67,2020-S53,"1132607,00","2186,00","36084,00","193,01","6,06","3185,92",0
3767,67,2021-S01,"1132607,00","2128,00","38490,00","187,89","5,53","3398,35",0
3768,67,2021-S02,"1132607,00","2204,00","34221,00","194,60","6,44","3021,44",0
3769,67,2021-S03,"1132607,00","2437,00","37227,00","215,17","6,55","3286,84",0
3770,67,2021-S04,"1132607,00","2440,00","40178,00","215,43","6,07","3547,39",0
3771,68,2020-S53,"763204,00","1669,00","21521,00","218,68","7,76","2819,82",0
3772,68,2021-S01,"763204,00","1752,00","23199,00","229,56","7,55","3039,69",0
3773,68,2021-S02,"763204,00","1288,00","18835,00","168,76","6,84","2467,89",0
3774,68,2021-S03,"763204,00","1626,00","20017,00","213,05","8,12","2622,76",0
3775,68,2021-S04,"763204,00","1415,00","21770,00","185,40","6,50","2852,45",0
3776,69,2020-S53,"1876051,00","3024,00","55530,00","161,19","5,45","2959,94",0
3777,69,2021-S01,"1876051,00","4123,00","55535,00","219,77","7,42","2960,21",0
3778,69,2021-S02,"1876051,00","3853,00","49576,00","205,38","7,77","2642,57",0
3779,69,2021-S03,"1876051,00","4174,00","50339,00","222,49","8,29","2683,24",0
3780,69,2021-S04,"1876051,00","4108,00","56505,00","218,97","7,27","3011,91",0
3781,70,2020-S53,"233194,00","658,00","6179,00","282,17","10,65","2649,73",0
3782,70,2021-S01,"233194,00","702,00","7845,00","301,04","8,95","3364,15",0
3783,70,2021-S02,"233194,00","582,00","6261,00","249,58","9,30","2684,89",0
3784,70,2021-S03,"233194,00","562,00","6339,00","241,00","8,87","2718,34",0
3785,70,2021-S04,"233194,00","525,00","6842,00","225,13","7,67","2934,04",0
3786,71,2020-S53,"547824,00","1071,00","13665,00","195,50","7,84","2494,41",0
3787,71,2021-S01,"547824,00","1384,00","16362,00","252,64","8,46","2986,73",0
3788,71,2021-S02,"547824,00","1281,00","15346,00","233,83","8,35","2801,26",0
3789,71,2021-S03,"547824,00","1418,00","15035,00","258,84","9,43","2744,49",0
3790,71,2021-S04,"547824,00","1192,00","16021,00","217,59","7,44","2924,48",0
3791,72,2020-S53,"560227,00","598,00","13086,00","106,74","4,57","2335,84",0
3792,72,2021-S01,"560227,00","600,00","13536,00","107,10","4,43","2416,16",0
3793,72,2021-S02,"560227,00","1027,00","14294,00","183,32","7,18","2551,47",0
3794,72,2021-S03,"560227,00","1221,00","15503,00","217,95","7,88","2767,27",0
3795,72,2021-S04,"560227,00","1097,00","16490,00","195,81","6,65","2943,45",0
3796,73,2020-S53,"432548,00","667,00","9970,00","154,20","6,69","2304,95",0
3797,73,2021-S01,"432548,00","846,00","10999,00","195,59","7,69","2542,84",0
3798,73,2021-S02,"432548,00","678,00","9328,00","156,75","7,27","2156,52",0
3799,73,2021-S03,"432548,00","634,00","8649,00","146,57","7,33","1999,55",0
3800,73,2021-S04,"432548,00","582,00","9095,00","134,55","6,40","2102,66",0
3801,74,2020-S53,"828405,00","1612,00","20758,00","194,59","7,77","2505,78",0
3802,74,2021-S01,"828405,00","1816,00","20777,00","219,22","8,74","2508,07",0
3803,74,2021-S02,"828405,00","1423,00","17744,00","171,78","8,02","2141,95",0
3804,74,2021-S03,"828405,00","1512,00","17494,00","182,52","8,64","2111,77",0
3805,74,2021-S04,"828405,00","1524,00","20032,00","183,97","7,61","2418,14",0
3806,75,2020-S53,"2148271,00","2943,00","99859,00","136,99","2,95","4648,34",0
3807,75,2021-S01,"2148271,00","3838,00","93545,00","178,66","4,10","4354,43",0
3808,75,2021-S02,"2148271,00","4004,00","94472,00","186,38","4,24","4397,58",0
3809,75,2021-S03,"2148271,00","4100,00","94120,00","190,85","4,36","4381,20",0
3810,75,2021-S04,"2148271,00","4383,00","102524,00","204,02","4,28","4772,40",0
3811,76,2020-S53,"1243788,00","1595,00","32253,00","128,24","4,95","2593,13",0
3812,76,2021-S01,"1243788,00","2409,00","36904,00","193,68","6,53","2967,07",0
3813,76,2021-S02,"1243788,00","2706,00","38154,00","217,56","7,09","3067,56",0
3814,76,2021-S03,"1243788,00","2821,00","37839,00","226,81","7,46","3042,24",0
3815,76,2021-S04,"1243788,00","2397,00","36476,00","192,72","6,57","2932,65",0
3816,77,2020-S53,"1423607,00","1765,00","31682,00","123,98","5,57","2225,47",0
3817,77,2021-S01,"1423607,00","2337,00","35077,00","164,16","6,66","2463,95",0
3818,77,2021-S02,"1423607,00","2511,00","37246,00","176,38","6,74","2616,31",0
3819,77,2021-S03,"1423607,00","2739,00","36947,00","192,40","7,41","2595,31",0
3820,77,2021-S04,"1423607,00","3161,00","40466,00","222,04","7,81","2842,50",0
3821,78,2020-S53,"1448625,00","1836,00","38888,00","126,74","4,72","2684,48",0
3822,78,2021-S01,"1448625,00","2160,00","38809,00","149,11","5,57","2679,02",0
3823,78,2021-S02,"1448625,00","2085,00","37048,00","143,93","5,63","2557,46",0
3824,78,2021-S03,"1448625,00","2437,00","38530,00","168,23","6,32","2659,76",0
3825,78,2021-S04,"1448625,00","2615,00","42418,00","180,52","6,16","2928,16",0
3826,79,2020-S53,"372627,00","626,00","9922,00","168,00","6,31","2662,72",0
3827,79,2021-S01,"372627,00","886,00","13284,00","237,77","6,67","3564,96",0
3828,79,2021-S02,"372627,00","985,00","13497,00","264,34","7,30","3622,12",0
3829,79,2021-S03,"372627,00","958,00","12985,00","257,09","7,38","3484,72",0
3830,79,2021-S04,"372627,00","807,00","13761,00","216,57","5,86","3692,97",0
3831,80,2020-S53,"569769,00","938,00","12966,00","164,63","7,23","2275,66",0
3832,80,2021-S01,"569769,00","1215,00","16051,00","213,24","7,57","2817,11",0
3833,80,2021-S02,"569769,00","1401,00","16770,00","245,89","8,35","2943,30",0
3834,80,2021-S03,"569769,00","1428,00","17944,00","250,63","7,96","3149,35",0
3835,80,2021-S04,"569769,00","1309,00","17690,00","229,74","7,40","3104,77",0
3836,81,2020-S53,"387898,00","610,00","8774,00","157,26","6,95","2261,93",0
3837,81,2021-S01,"387898,00","699,00","10852,00","180,20","6,44","2797,64",0
3838,81,2021-S02,"387898,00","980,00","10661,00","252,64","9,19","2748,40",0
3839,81,2021-S03,"387898,00","1097,00","11892,00","282,81","9,22","3065,75",0
3840,81,2021-S04,"387898,00","1156,00","12834,00","298,02","9,01","3308,60",0
3841,82,2020-S53,"262618,00","178,00","5020,00","67,78","3,55","1911,52",0
3842,82,2021-S01,"262618,00","318,00","6106,00","121,09","5,21","2325,05",0
3843,82,2021-S02,"262618,00","290,00","6017,00","110,43","4,82","2291,16",0
3844,82,2021-S03,"262618,00","409,00","6253,00","155,74","6,54","2381,02",0
3845,82,2021-S04,"262618,00","483,00","7788,00","183,92","6,20","2965,52",0
3846,83,2020-S53,"1073836,00","1949,00","34149,00","181,50","5,71","3180,09",0
3847,83,2021-S01,"1073836,00","2882,00","41245,00","268,38","6,99","3840,90",0
3848,83,2021-S02,"1073836,00","2959,00","43644,00","275,55","6,78","4064,31",0
3849,83,2021-S03,"1073836,00","3482,00","44469,00","324,26","7,83","4141,14",0
3850,83,2021-S04,"1073836,00","3233,00","45591,00","301,07","7,09","4245,62",0
3851,84,2020-S53,"560997,00","981,00","15092,00","174,87","6,50","2690,21",0
3852,84,2021-S01,"560997,00","1438,00","17296,00","256,33","8,31","3083,08",0
3853,84,2021-S02,"560997,00","1403,00","16722,00","250,09","8,39","2980,76",0
3854,84,2021-S03,"560997,00","1527,00","17464,00","272,19","8,74","3113,03",0
3855,84,2021-S04,"560997,00","1340,00","17496,00","238,86","7,66","3118,73",0
3856,85,2020-S53,"683187,00","625,00","15338,00","91,48","4,07","2245,07",0
3857,85,2021-S01,"683187,00","867,00","20613,00","126,91","4,21","3017,18",0
3858,85,2021-S02,"683187,00","982,00","18765,00","143,74","5,23","2746,69",0
3859,85,2021-S03,"683187,00","1073,00","20130,00","157,06","5,33","2946,48",0
3860,85,2021-S04,"683187,00","986,00","20722,00","144,32","4,76","3033,14",0
3861,86,2020-S53,"437398,00","260,00","8444,00","59,44","3,08","1930,51",0
3862,86,2021-S01,"437398,00","435,00","9030,00","99,45","4,82","2064,48",0
3863,86,2021-S02,"437398,00","535,00","10548,00","122,31","5,07","2411,53",0
3864,86,2021-S03,"437398,00","664,00","11364,00","151,81","5,84","2598,09",0
3865,86,2021-S04,"437398,00","811,00","13468,00","185,41","6,02","3079,12",0
3866,87,2020-S53,"370774,00","351,00","7618,00","94,67","4,61","2054,62",0
3867,87,2021-S01,"370774,00","463,00","8263,00","124,87","5,60","2228,58",0
3868,87,2021-S02,"370774,00","467,00","8259,00","125,95","5,65","2227,50",0
3869,87,2021-S03,"370774,00","430,00","7632,00","115,97","5,63","2058,40",0
3870,87,2021-S04,"370774,00","571,00","9049,00","154,00","6,31","2440,57",0
3871,88,2020-S53,"359520,00","823,00","10332,00","228,92","7,97","2873,83",0
3872,88,2021-S01,"359520,00","820,00","11904,00","228,08","6,89","3311,08",0
3873,88,2021-S02,"359520,00","689,00","9818,00","191,64","7,02","2730,86",0
3874,88,2021-S03,"359520,00","684,00","10351,00","190,25","6,61","2879,12",0
3875,88,2021-S04,"359520,00","603,00","10956,00","167,72","5,50","3047,40",0
3876,89,2020-S53,"332096,00","640,00","8720,00","192,72","7,34","2625,75",0
3877,89,2021-S01,"332096,00","629,00","10147,00","189,40","6,20","3055,44",0
3878,89,2021-S02,"332096,00","533,00","8344,00","160,50","6,39","2512,53",0
3879,89,2021-S03,"332096,00","518,00","8286,00","155,98","6,25","2495,06",0
3880,89,2021-S04,"332096,00","586,00","9111,00","176,46","6,43","2743,48",0
3881,90,2020-S53,"140145,00","393,00","4094,00","280,42","9,60","2921,26",0
3882,90,2021-S01,"140145,00","467,00","4810,00","333,23","9,71","3432,16",0
3883,90,2021-S02,"140145,00","412,00","3948,00","293,98","10,44","2817,08",0
3884,90,2021-S03,"140145,00","375,00","3882,00","267,58","9,66","2769,99",0
3885,90,2021-S04,"140145,00","344,00","3977,00","245,46","8,65","2837,78",0
3886,91,2020-S53,"1319401,00","1643,00","29920,00","124,53","5,49","2267,70",0
3887,91,2021-S01,"1319401,00","2280,00","32898,00","172,81","6,93","2493,40",0
3888,91,2021-S02,"1319401,00","2167,00","34263,00","164,24","6,32","2596,86",0
3889,91,2021-S03,"1319401,00","2437,00","33984,00","184,71","7,17","2575,71",0
3890,91,2021-S04,"1319401,00","2496,00","37435,00","189,18","6,67","2837,27",0
3891,92,2020-S53,"1613762,00","2001,00","55251,00","124,00","3,62","3423,74",0
3892,92,2021-S01,"1613762,00","2749,00","53465,00","170,35","5,14","3313,07",0
3893,92,2021-S02,"1613762,00","2998,00","54179,00","185,78","5,53","3357,31",0
3894,92,2021-S03,"1613762,00","3077,00","55995,00","190,67","5,50","3469,84",0
3895,92,2021-S04,"1613762,00","3455,00","61397,00","214,10","5,63","3804,59",0
3896,93,2020-S53,"1670149,00","2246,00","36290,00","134,48","6,19","2172,86",0
3897,93,2021-S01,"1670149,00","2799,00","39727,00","167,59","7,05","2378,65",0
3898,93,2021-S02,"1670149,00","3025,00","41459,00","181,12","7,30","2482,35",0
3899,93,2021-S03,"1670149,00","3169,00","41556,00","189,74","7,63","2488,16",0
3900,93,2021-S04,"1670149,00","3283,00","45823,00","196,57","7,16","2743,65",0
3901,94,2020-S53,"1406041,00","1895,00","37666,00","134,78","5,03","2678,87",0
3902,94,2021-S01,"1406041,00","2772,00","40372,00","197,15","6,87","2871,32",0
3903,94,2021-S02,"1406041,00","2742,00","41793,00","195,02","6,56","2972,39",0
3904,94,2021-S03,"1406041,00","3115,00","43670,00","221,54","7,13","3105,88",0
3905,94,2021-S04,"1406041,00","3205,00","46997,00","227,94","6,82","3342,51",0
3906,95,2020-S53,"1248354,00","1720,00","28586,00","137,78","6,02","2289,90",0
3907,95,2021-S01,"1248354,00","2380,00","30894,00","190,65","7,70","2474,78",0
3908,95,2021-S02,"1248354,00","2407,00","32358,00","192,81","7,44","2592,05",0
3909,95,2021-S03,"1248354,00","2669,00","33334,00","213,80","8,01","2670,24",0
3910,95,2021-S04,"1248354,00","2693,00","37036,00","215,72","7,27","2966,79",0
3911,971,2020-S53,"376879,00","98,00","4900,00","26,00","2,00","1300,15",0
3912,971,2021-S01,"376879,00","111,00","3659,00","29,45","3,03","970,87",0
3913,971,2021-S02,"376879,00","92,00","3118,00","24,41","2,95","827,32",0
3914,971,2021-S03,"376879,00","106,00","3525,00","28,13","3,01","935,31",0
3915,971,2021-S04,"376879,00","98,00","4141,00","26,00","2,37","1098,76",0
3916,972,2020-S53,"358749,00","86,00","5038,00","23,97","1,71","1404,32",0
3917,972,2021-S01,"358749,00","68,00","4272,00","18,95","1,59","1190,80",0
3918,972,2021-S02,"358749,00","61,00","3324,00","17,00","1,84","926,55",0
3919,972,2021-S03,"358749,00","72,00","3424,00","20,07","2,10","954,43",0
3920,972,2021-S04,"358749,00","74,00","4173,00","20,63","1,77","1163,21",0
3921,973,2020-S53,"290691,00","512,00","5756,00","176,13","8,90","1980,11",0
3922,973,2021-S01,"290691,00","827,00","7500,00","284,49","11,03","2580,06",0
3923,973,2021-S02,"290691,00","779,00","7534,00","267,98","10,34","2591,76",0
3924,973,2021-S03,"290691,00","602,00","7268,00","207,09","8,28","2500,25",0
3925,973,2021-S04,"290691,00","415,00","6570,00","142,76","6,32","2260,13",0
3926,974,2020-S53,"859959,00","203,00","9159,00","23,61","2,22","1065,05",0
3927,974,2021-S01,"859959,00","267,00","13544,00","31,05","1,97","1574,96",0
3928,974,2021-S02,"859959,00","211,00","13730,00","24,54","1,54","1596,59",0
3929,974,2021-S03,"859959,00","330,00","15060,00","38,37","2,19","1751,25",0
3930,974,2021-S04,"859959,00","350,00","14359,00","40,70","2,44","1669,73",0
3931,976,2020-S53,"279471,00","175,00","1628,00","62,62","10,75","582,53",0
3932,976,2021-S01,"279471,00","255,00","2303,00","91,24","11,07","824,06",0
3933,976,2021-S02,"279471,00","524,00","4080,00","187,50","12,84","1459,90",0
3934,976,2021-S03,"279471,00","710,00","5324,00","254,05","13,34","1905,03",0
3935,976,2021-S04,"279471,00","1276,00","7245,00","456,58","17,61","2592,40",0
3936,978,2020-S53,"35334,00","21,00","763,00","59,43","2,75","2159,39",0
3937,978,2021-S01,"35334,00","43,00","766,00","121,70","5,61","2167,88",0
3938,978,2021-S02,"35334,00","75,00","1191,00","212,26","6,30","3370,69",0
3939,978,2021-S03,"35334,00","74,00","1479,00","209,43","5,00","4185,77",0
3940,978,2021-S04,"35334,00","102,00","1528,00","288,67","6,68","4324,45",0
3941,975,2020-S53,"5997,00","0,00","38,00","0,00","0,00","633,65",0
3942,975,2021-S01,"5997,00","0,00","55,00","0,00","0,00","917,13",0
3943,975,2021-S02,"5997,00","2,00","28,00","33,35","7,14","466,90",0
3944,975,2021-S03,"5997,00","1,00","30,00","16,68","3,33","500,25",0
3945,975,2021-S04,"5997,00","1,00","29,00","16,68","3,45","483,58",0
3946,977,2020-S53,"9961,00","15,00","744,00","150,59","2,02","7469,13",0
3947,977,2021-S01,"9961,00","43,00","840,00","431,68","5,12","8432,89",0
3948,977,2021-S02,"9961,00","48,00","845,00","481,88","5,68","8483,08",0
3949,977,2021-S03,"9961,00","54,00","1174,00","542,11","4,60","11785,96",0
3950,977,2021-S04,"9961,00","40,00","1447,00","401,57","2,76","14526,65",0
3951,1,2021-S05,"656955,00","1538,00","20266,00","234,11","7,59","3084,84",0
3952,1,2021-S06,"656955,00","1229,00","15919,00","187,08","7,72","2423,15",0
3953,1,2021-S07,"656955,00","1192,00","12953,00","181,44","9,20","1971,67",0
3954,1,2021-S08,"656955,00","1243,00","15699,00","189,21","7,92","2389,66",0
3955,2,2021-S05,"526050,00","1325,00","15839,00","251,88","8,37","3010,93",0
3956,2,2021-S06,"526050,00","1199,00","16341,00","227,93","7,34","3106,36",0
3957,2,2021-S07,"526050,00","1079,00","15154,00","205,11","7,12","2880,71",0
3958,2,2021-S08,"526050,00","1155,00","13393,00","219,56","8,62","2545,96",0
3959,3,2021-S05,"331315,00","546,00","8653,00","164,80","6,31","2611,71",0
3960,3,2021-S06,"331315,00","402,00","7424,00","121,33","5,41","2240,77",0
3961,3,2021-S07,"331315,00","468,00","6514,00","141,26","7,18","1966,10",0
3962,3,2021-S08,"331315,00","384,00","6999,00","115,90","5,49","2112,49",0
3963,4,2021-S05,"165197,00","351,00","6125,00","212,47","5,73","3707,69",0
3964,4,2021-S06,"165197,00","360,00","6108,00","217,92","5,89","3697,40",0
3965,4,2021-S07,"165197,00","326,00","6134,00","197,34","5,31","3713,14",0
3966,4,2021-S08,"165197,00","361,00","5433,00","218,53","6,64","3288,80",0
3967,5,2021-S05,"141756,00","312,00","4666,00","220,10","6,69","3291,57",0
3968,5,2021-S06,"141756,00","306,00","5188,00","215,86","5,90","3659,81",0
3969,5,2021-S07,"141756,00","257,00","4797,00","181,30","5,36","3383,98",0
3970,5,2021-S08,"141756,00","321,00","4440,00","226,45","7,23","3132,14",0
3971,6,2021-S05,"1079396,00","4613,00","55811,00","427,37","8,27","5170,58",0
3972,6,2021-S06,"1079396,00","4837,00","57315,00","448,12","8,44","5309,91",0
3973,6,2021-S07,"1079396,00","5211,00","61510,00","482,77","8,47","5698,56",0
3974,6,2021-S08,"1079396,00","4860,00","57357,00","450,25","8,47","5313,81",0
3975,7,2021-S05,"326875,00","807,00","9244,00","246,88","8,73","2827,99",0
3976,7,2021-S06,"326875,00","612,00","7983,00","187,23","7,67","2442,22",0
3977,7,2021-S07,"326875,00","505,00","6523,00","154,49","7,74","1995,56",0
3978,7,2021-S08,"326875,00","557,00","7179,00","170,40","7,76","2196,25",0
3979,8,2021-S05,"265531,00","459,00","8166,00","172,86","5,62","3075,35",0
3980,8,2021-S06,"265531,00","277,00","7806,00","104,32","3,55","2939,77",0
3981,8,2021-S07,"265531,00","295,00","8121,00","111,10","3,63","3058,40",0
3982,8,2021-S08,"265531,00","324,00","6754,00","122,02","4,80","2543,58",0
3983,9,2021-S05,"152398,00","223,00","5345,00","146,33","4,17","3507,26",0
3984,9,2021-S06,"152398,00","204,00","5025,00","133,86","4,06","3297,29",0
3985,9,2021-S07,"152398,00","165,00","5186,00","108,27","3,18","3402,93",0
3986,9,2021-S08,"152398,00","143,00","4791,00","93,83","2,98","3143,74",0
3987,10,2021-S05,"309907,00","593,00","9440,00","191,35","6,28","3046,08",0
3988,10,2021-S06,"309907,00","490,00","9284,00","158,11","5,28","2995,74",0
3989,10,2021-S07,"309907,00","477,00","9222,00","153,92","5,17","2975,73",0
3990,10,2021-S08,"309907,00","691,00","9664,00","222,97","7,15","3118,35",0
3991,11,2021-S05,"372705,00","697,00","13914,00","187,01","5,01","3733,25",0
3992,11,2021-S06,"372705,00","574,00","14338,00","154,01","4,00","3847,01",0
3993,11,2021-S07,"372705,00","391,00","12211,00","104,91","3,20","3276,32",0
3994,11,2021-S08,"372705,00","384,00","11051,00","103,03","3,47","2965,08",0
3995,12,2021-S05,"278360,00","405,00","8494,00","145,50","4,77","3051,44",0
3996,12,2021-S06,"278360,00","320,00","8500,00","114,96","3,76","3053,60",0
3997,12,2021-S07,"278360,00","297,00","6958,00","106,70","4,27","2499,64",0
3998,12,2021-S08,"278360,00","204,00","6241,00","73,29","3,27","2242,06",0
3999,13,2021-S05,"2034469,00","7139,00","106748,00","350,90","6,69","5246,97",0
4000,13,2021-S06,"2034469,00","5785,00","101540,00","284,35","5,70","4990,98",0
4001,13,2021-S07,"2034469,00","5575,00","101880,00","274,03","5,47","5007,69",0
4002,13,2021-S08,"2034469,00","5291,00","93667,00","260,07","5,65","4604,00",0
4003,14,2021-S05,"691453,00","702,00","18226,00","101,53","3,85","2635,90",0
4004,14,2021-S06,"691453,00","662,00","17320,00","95,74","3,82","2504,87",0
4005,14,2021-S07,"691453,00","789,00","19540,00","114,11","4,04","2825,93",0
4006,14,2021-S08,"691453,00","811,00","18213,00","117,29","4,45","2634,02",0
4007,15,2021-S05,"142811,00","224,00","4936,00","156,85","4,54","3456,32",0
4008,15,2021-S06,"142811,00","190,00","4361,00","133,04","4,36","3053,69",0
4009,15,2021-S07,"142811,00","156,00","4002,00","109,24","3,90","2802,31",0
4010,15,2021-S08,"142811,00","114,00","3998,00","79,83","2,85","2799,50",0
