,region,week,date,P,pop,incidence
1212,L,2020-S44,2020-10-26,263000,72738000,361.5716681789437
1213,L,2020-S45,2020-11-02,233900,72738000,321.56506915230005
1214,L,2020-S46,2020-11-09,148200,72738000,203.744947620226
1215,L,2020-S47,2020-11-16,83000,72738000,114.10816904506586
1216,L,2020-S48,2020-11-23,63600,72738000,87.43710302730346
1217,L,2020-S49,2020-11-30,67400,72738000,92.66133245346312
1218,L,2020-S50,2020-12-07,64100,72738000,88.12450163600869
1219,L,2020-S51,2020-12-14,63800,72738000,87.71206247078555
1220,L,2020-S52,2020-12-21,43700,72738000,60.078638400835885
1221,L,2020-S53,2020-12-28,63600,72738000,87.43710302730346
1222,L,2021-S01,2020-12-28,90600,72738000,124.55662789738514
1223,L,2021-S02,2021-01-04,95300,72738000,131.01817481921415
1224,L,2021-S03,2021-01-11,110200,72738000,151.5026533586296
1225,L,2021-S04,2021-01-18,124800,72738000,171.57469273282192
1226,L,2021-S05,2021-01-25,130700,72738000,179.68599631554346
1227,L,2021-S06,2021-02-01,83700,72738000,115.07052709725316
1228,L,2021-S07,2021-02-08,88200,72738000,121.2571145756001
1229,L,2021-S08,2021-02-15,90900,72738000,124.96906706260826
1230,L,2021-S09,2021-02-22,76800,72738000,105.58442629712115
1231,L,2021-S10,2021-03-01,85400,72738000,117.40768236685088
1232,L,2021-S11,2021-03-08,103900,72738000,142.84143088894388
1233,L,2021-S12,2021-03-15,135200,72738000,185.8725837938904
1234,L,2021-S13,2021-03-22,167800,72738000,230.6909730814705
1235,L,2021-S14,2021-03-29,158400,72738000,217.7678792378124
1236,L,2021-S15,2021-04-05,197300,72738000,271.24749099507824
1237,L,2021-S16,2021-04-12,175300,72738000,241.0019522120488
1238,L,2021-S17,2021-04-19,133300,72738000,183.2604690808106
1239,L,2021-S18,2021-04-26,91800,72738000,126.20638455827763
1240,L,2021-S19,2021-05-03,69300,72738000,95.27344716654294
1241,L,2021-S20,2021-05-10,62500,72738000,85.924826088152
1242,L,2021-S21,2021-05-17,48700,72738000,66.95262448788803
1243,L,2021-S22,2021-05-24,30900,72738000,42.48123401798235
1244,L,2021-S23,2021-05-31,19600,72738000,26.946025461244464
1245,L,2021-S24,2021-06-07,7400,72738000,10.173499408837197
1246,L,2021-S25,2021-06-14,2800,72738000,3.8494322087492097
1247,L,2021-S26,2021-06-21,5500,72738000,7.561384695757376
1248,L,2021-S27,2021-06-28,12500,72738000,17.1849652176304
1249,L,2021-S28,2021-07-05,19000,72738000,26.121147130798207
1250,L,2021-S29,2021-07-12,37400,72738000,51.41741593115015
1251,L,2021-S30,2021-07-19,53100,72738000,73.00173224449394
1252,L,2021-S31,2021-07-26,58900,72738000,80.97555610547444
1253,L,2021-S32,2021-08-02,76600,72738000,105.30946685363908
1254,L,2021-S33,2021-08-09,66700,72738000,91.6989744012758
1255,L,2021-S34,2021-08-16,63000,72738000,86.61222469685721
1256,L,2021-S35,2021-08-23,36300,72738000,49.90513899199868
1257,L,2021-S36,2021-08-30,33100,72738000,45.5057878962853
1258,L,2021-S37,2021-09-06,27500,72738000,37.80692347878688
1259,L,2021-S38,2021-09-13,27100,72738000,37.25700459182271
1260,L,2021-S39,2021-09-20,21300,72738000,29.2831807308422
1261,L,2021-S40,2021-09-27,17200,72738000,23.64651213945943
1262,L,2021-S41,2021-10-04,16900,72738000,23.2340729742363
1263,L,2021-S42,2021-10-11,31300,72738000,43.03115290494653
1264,L,2021-S43,2021-10-18,52800,72738000,72.58929307927082
1265,L,2021-S44,2021-10-25,62100,72738000,85.37490720118782
1266,L,2021-S45,2021-11-01,66200,72738000,91.0115757925706
1267,L,2021-S46,2021-11-08,107800,72738000,148.20314003684456
1268,L,2021-S47,2021-11-15,161200,72738000,221.61731144656164
1269,L,2021-S48,2021-11-22,226700,72738000,311.66652918694496
1270,L,2021-S49,2021-11-29,259900,72738000,357.30979680497126
1271,L,2021-S50,2021-12-06,216600,72738000,297.7810772910996
1272,L,2021-S51,2021-12-13,254600,72738000,350.023371552696
1273,L,2021-S52,2021-12-20,661900,72738000,909.9782782039648
1274,L,2022-S01,2021-12-27,1281300,72738000,1761.5276746679867
1275,L,2022-S02,2022-01-03,1693700,72738000,2328.494047128049
1276,L,2022-S03,2022-01-10,2454100,72738000,3373.889851246941
1277,L,2022-S04,2022-01-17,2861300,72738000,3933.7072781764687
1278,L,2022-S05,2022-01-24,2331000,72738000,3204.6523137837166
1279,L,2022-S06,2022-01-31,1567600,72738000,2155.132118012593
1280,L,2022-S07,2022-02-07,1011200,72738000,1390.1949462454288
1281,L,2022-S08,2022-02-14,673600,72738000,926.0634056476669
1282,L,2022-S09,2022-02-21,498800,72738000,685.7488520443235
1283,L,2022-S10,2022-02-28,603000,72738000,829.0027220984904
1284,L,2022-S11,2022-03-07,726800,72738000,999.202617613902
1285,L,2022-S12,2022-03-14,832500,72738000,1144.5186834941846
1286,L,2022-S13,2022-03-21,799100,72738000,1098.600456432676
1287,L,2022-S14,2022-03-28,849000,72738000,1167.2028375814568
1288,L,2022-S15,2022-04-04,772100,72738000,1061.4809315625944
1289,L,2022-S16,2022-04-11,511600,72738000,703.346256427177
1290,L,2022-S17,2022-04-18,343200,72738000,471.8304050152602
1291,L,2022-S18,2022-04-25,239100,72738000,328.7140146828343
1292,L,2022-S19,2022-05-02,193800,72738000,266.4357007341417
1293,L,2022-S20,2022-05-09,147000,72738000,202.0951909593335
1294,L,2022-S21,2022-05-16,128600,72738000,176.79892215898155
1295,L,2022-S22,2022-05-23,219300,72738000,301.49302977810777
1296,M,2020-S20,2020-05-11,24200,230742500,10.487881512941916
1297,M,2020-S21,2020-05-18,37800,230742500,16.381897569801836
1298,M,2020-S22,2020-05-25,18100,230742500,7.844241958026805
1299,M,2020-S23,2020-06-01,26700,230742500,11.57134034692352
1300,M,2020-S24,2020-06-08,23700,230742500,10.271189746145597
1301,M,2020-S25,2020-06-15,16900,230742500,7.324181717715636
1302,M,2020-S26,2020-06-22,8600,230742500,3.7270983888967137
1303,M,2020-S27,2020-06-29,7400,230742500,3.2070381485855446
1304,M,2020-S28,2020-07-06,7100,230742500,3.0770230885077523
1305,M,2020-S29,2020-07-13,18900,230742500,8.190948784900918
1306,M,2020-S30,2020-07-20,18700,230742500,8.104272078182388
1307,M,2020-S31,2020-07-27,23700,230742500,10.271189746145597
1308,M,2020-S32,2020-08-03,30300,230742500,13.131521067857028
1309,M,2020-S33,2020-08-10,30600,230742500,13.26153612793482
1310,M,2020-S34,2020-08-17,37400,230742500,16.208544156364777
1311,M,2020-S35,2020-08-24,66700,230742500,28.906681690629163
1312,M,2020-S36,2020-08-31,61400,230742500,26.609748962588164
1313,M,2020-S37,2020-09-07,83400,230742500,36.14418670162627
1314,M,2020-S38,2020-09-14,88300,230742500,38.26776601623021
1315,M,2020-S39,2020-09-21,73200,230742500,31.72367465898133
1316,M,2020-S40,2020-09-28,101900,230742500,44.16178207309013
1317,M,2020-S41,2020-10-05,193100,230742500,83.68636033673901
1318,M,2020-S42,2020-10-12,339300,230742500,147.04703294798315
1319,M,2020-S43,2020-10-19,692700,230742500,300.2047737196225
1320,M,2020-S44,2020-10-26,975200,230742500,422.6356219595437
1321,M,2020-S45,2020-11-02,940100,230742500,407.423859930442
1322,M,2020-S46,2020-11-09,598900,230742500,259.5533982686328
1323,M,2020-S47,2020-11-16,443800,230742500,192.3356122084141
1324,M,2020-S48,2020-11-23,337300,230742500,146.18026588079786
1325,M,2020-S49,2020-11-30,390600,230742500,169.27960822128563
1326,M,2020-S50,2020-12-07,521200,230742500,225.8794977084845
1327,M,2020-S51,2020-12-14,635800,230742500,275.5452506582012
1328,M,2020-S52,2020-12-21,504600,230742500,218.6853310508468
1329,M,2020-S53,2020-12-28,543900,230742500,235.7173039210375
1330,M,2021-S01,2020-12-28,560700,230742500,242.9981472853939
1331,M,2021-S02,2021-01-04,464600,230742500,201.34998970714108
1332,M,2021-S03,2021-01-11,510000,230742500,221.02560213224697
1333,M,2021-S04,2021-01-18,535100,230742500,231.90352882542223
1334,M,2021-S05,2021-01-25,503100,230742500,218.03525575045776
1335,M,2021-S06,2021-02-01,445400,230742500,193.0290258621624
1336,M,2021-S07,2021-02-08,481300,230742500,208.5874947181381
1337,M,2021-S08,2021-02-15,466600,230742500,202.2167567743264
1338,M,2021-S09,2021-02-22,444800,230742500,192.7689957420068
1339,M,2021-S10,2021-03-01,497200,230742500,215.4782929022612
1340,M,2021-S11,2021-03-08,584600,230742500,253.356013738258
1341,M,2021-S12,2021-03-15,660800,230742500,286.37983899801725
1342,M,2021-S13,2021-03-22,683600,230742500,296.26098356392947
1343,M,2021-S14,2021-03-29,641200,230742500,277.8855217396016
1344,M,2021-S15,2021-04-05,600200,230742500,260.1167968623032
1345,M,2021-S16,2021-04-12,492100,230742500,213.26803688093872
1346,M,2021-S17,2021-04-19,365800,230742500,158.5316965881881
1347,M,2021-S18,2021-04-26,280900,230742500,121.73743458617292
1348,M,2021-S19,2021-05-03,228400,230742500,98.98479907255924
1349,M,2021-S20,2021-05-10,190900,230742500,82.7329165628352
1350,M,2021-S21,2021-05-17,151900,230742500,65.8309587527222
1351,M,2021-S22,2021-05-24,118000,230742500,51.13925696393166
1352,M,2021-S23,2021-05-31,68600,230742500,29.730110404455186
1353,M,2021-S24,2021-06-07,37900,230742500,16.4252359231611
1354,M,2021-S25,2021-06-14,22700,230742500,9.837806212552955
1355,M,2021-S26,2021-06-21,30300,230742500,13.131521067857028
1356,M,2021-S27,2021-06-28,59200,230742500,25.65630518868436
1357,M,2021-S28,2021-07-05,101600,230742500,44.03176701301234
1358,M,2021-S29,2021-07-12,239500,230742500,103.79535629543754
1359,M,2021-S30,2021-07-19,299000,230742500,129.58167654419972
1360,M,2021-S31,2021-07-26,305700,230742500,132.4853462192704
1361,M,2021-S32,2021-08-02,350900,230742500,152.07428193765776
1362,M,2021-S33,2021-08-09,322800,230742500,139.89620464370455
1363,M,2021-S34,2021-08-16,268000,230742500,116.14678700282784
1364,M,2021-S35,2021-08-23,240100,230742500,104.05538641559312
1365,M,2021-S36,2021-08-30,194500,230742500,84.2930972837687
1366,M,2021-S37,2021-09-06,153400,230742500,66.48103405311114
1367,M,2021-S38,2021-09-13,117100,230742500,50.74921178369828
1368,M,2021-S39,2021-09-20,84000,230742500,36.40421682178185
1369,M,2021-S40,2021-09-27,71000,230742500,30.770230885077524
1370,M,2021-S41,2021-10-04,77400,230742500,33.543885500070424
1371,M,2021-S42,2021-10-11,89300,230742500,38.70114954982285
1372,M,2021-S43,2021-10-18,111000,230742500,48.10557222878317
1373,M,2021-S44,2021-10-25,147400,230742500,63.8807328515553
1374,M,2021-S45,2021-11-01,196500,230742500,85.159864350954
1375,M,2021-S46,2021-11-08,431400,230742500,186.9616563918654
1376,M,2021-S47,2021-11-15,645400,230742500,279.7057325806906
1377,M,2021-S48,2021-11-22,850400,230742500,368.549356967182
1378,M,2021-S49,2021-11-29,888500,230742500,385.06126959706165
1379,M,2021-S50,2021-12-06,876000,230742500,379.6439754271536
1380,M,2021-S51,2021-12-13,974200,230742500,422.202238425951
1381,M,2021-S52,2021-12-20,2456900,230742500,1064.78000368376
1382,M,2022-S01,2021-12-27,4360400,230742500,1889.7255598773525
1383,M,2022-S02,2022-01-03,5279800,230742500,2288.1783806624267
1384,M,2022-S03,2022-01-10,7839500,230742500,3397.51021159951
1385,M,2022-S04,2022-01-17,8490500,230742500,3679.64289196832
1386,M,2022-S05,2022-01-24,6716700,230742500,2910.907180081693
1387,M,2022-S06,2022-01-31,4033800,230742500,1748.182497805996
1388,M,2022-S07,2022-02-07,2674000,230742500,1158.8675688267224
1389,M,2022-S08,2022-02-14,2115100,230742500,916.6495119017952
1390,M,2022-S09,2022-02-21,2092300,230742500,906.768367335883
1391,M,2022-S10,2022-02-28,2592300,230742500,1123.4601341322036
1392,M,2022-S11,2022-03-07,3232300,230742500,1400.825595631494
1393,M,2022-S12,2022-03-14,3846700,230742500,1667.0964386708126
1394,M,2022-S13,2022-03-21,3556300,230742500,1541.2418605155096
1395,M,2022-S14,2022-03-28,3128400,230742500,1355.797046491219
1396,M,2022-S15,2022-04-04,2449500,230742500,1061.5729655351745
1397,M,2022-S16,2022-04-11,1604900,230742500,695.5372330628297
1398,M,2022-S17,2022-04-18,1271800,230742500,551.177178023121
1399,M,2022-S18,2022-04-25,985300,230742500,427.01279564882935
1400,M,2022-S19,2022-05-02,742800,230742500,321.91728875261384
1401,M,2022-S20,2022-05-09,510900,230742500,221.4156473124804
1402,M,2022-S21,2022-05-16,339500,230742500,147.13370965470168
1403,M,2022-S22,2022-05-23,445500,230742500,193.0723642155216
1404,N,2020-S20,2020-05-11,20300,415432700,4.886471382729381
1405,N,2020-S21,2020-05-18,11600,415432700,2.7922693615596463
1406,N,2020-S22,2020-05-25,8200,415432700,1.973845583171474
1407,N,2020-S23,2020-06-01,3800,415432700,0.9147089287867806
1408,N,2020-S24,2020-06-08,6100,415432700,1.4683485435787793
1409,N,2020-S25,2020-06-15,5300,415432700,1.2757782427815625
1410,N,2020-S26,2020-06-22,7300,415432700,1.757203994774605
1411,N,2020-S27,2020-06-29,6700,415432700,1.612776269176692
1412,N,2020-S28,2020-07-06,7800,415432700,1.8775604327728657
1413,N,2020-S29,2020-07-13,12700,415432700,3.05705352515582
1414,N,2020-S30,2020-07-20,37500,415432700,9.026732849869546
1415,N,2020-S31,2020-07-27,50000,415432700,12.035643799826062
1416,N,2020-S32,2020-08-03,69600,415432700,16.753616169357876
1417,N,2020-S33,2020-08-10,89500,415432700,21.543802401688648
1418,N,2020-S34,2020-08-17,147300,415432700,35.45700663428757
1419,N,2020-S35,2020-08-24,177500,415432700,42.72653548938252
1420,N,2020-S36,2020-08-31,276200,415432700,66.48489635023915
1421,N,2020-S37,2020-09-07,435200,415432700,104.75824363368604
1422,N,2020-S38,2020-09-14,622500,415432700,149.84376530783445
1423,N,2020-S39,2020-09-21,575200,415432700,138.45804627319902
1424,N,2020-S40,2020-09-28,532900,415432700,128.27589161854615
1425,N,2020-S41,2020-10-05,736800,415432700,177.35724703423682
1426,N,2020-S42,2020-10-12,980200,415432700,235.9467610517901
1427,N,2020-S43,2020-10-19,1419800,415432700,341.7641413398608
1428,N,2020-S44,2020-10-26,1545600,415432700,372.0458211402232
1429,N,2020-S45,2020-11-02,1351300,415432700,325.2753093340991
1430,N,2020-S46,2020-11-09,803500,415432700,193.4127958632048
1431,N,2020-S47,2020-11-16,456300,415432700,109.83728531721265
1432,N,2020-S48,2020-11-23,324000,415432700,77.99097182287288
1433,N,2020-S49,2020-11-30,324300,415432700,78.06318568567184
1434,N,2020-S50,2020-12-07,300000,415432700,72.21386279895637
1435,N,2020-S51,2020-12-14,346100,415432700,83.31072638239598
1436,N,2020-S52,2020-12-21,322600,415432700,77.65397379647774
1437,N,2020-S53,2020-12-28,403600,415432700,97.15171675219597
1438,N,2021-S01,2020-12-28,605500,415432700,145.7516464158936
1439,N,2021-S02,2021-01-04,686400,415432700,165.22531808401214
1440,N,2021-S03,2021-01-11,759500,415432700,182.82142931935783
1441,N,2021-S04,2021-01-18,837700,415432700,201.64517622228584
1442,N,2021-S05,2021-01-25,791000,415432700,190.40388491324828
1443,N,2021-S06,2021-02-01,622400,415432700,149.8196940202348
1444,N,2021-S07,2021-02-08,568800,415432700,136.91748386682127
1445,N,2021-S08,2021-02-15,540100,415432700,130.0090243257211
1446,N,2021-S09,2021-02-22,542900,415432700,130.68302037851137
1447,N,2021-S10,2021-03-01,555800,415432700,133.7882164788665
1448,N,2021-S11,2021-03-08,733300,415432700,176.51475196824902
1449,N,2021-S12,2021-03-15,941800,415432700,226.7033866135237
1450,N,2021-S13,2021-03-22,1072200,415432700,258.09234564347
1451,N,2021-S14,2021-03-29,887900,415432700,213.7289625973112
1452,N,2021-S15,2021-04-05,877400,415432700,211.2014773993477
1453,N,2021-S16,2021-04-12,797700,415432700,192.01666118242497
1454,N,2021-S17,2021-04-19,612000,415432700,147.31628010987097
1455,N,2021-S18,2021-04-26,502100,415432700,120.8619350378533
1456,N,2021-S19,2021-05-03,406000,415432700,97.7294276545876
1457,N,2021-S20,2021-05-10,414300,415432700,99.72734452535872
1458,N,2021-S21,2021-05-17,326600,415432700,78.61682530046383
1459,N,2021-S22,2021-05-24,259500,415432700,62.46499132109726
1460,N,2021-S23,2021-05-31,145900,415432700,35.120008607892444
1461,N,2021-S24,2021-06-07,87700,415432700,21.11051922489491
1462,N,2021-S25,2021-06-14,75300,415432700,18.125679562538046
1463,N,2021-S26,2021-06-21,101600,415432700,24.45642820124656
1464,N,2021-S27,2021-06-28,195200,415432700,46.98715339452094
1465,N,2021-S28,2021-07-05,441600,415432700,106.29880604006378
1466,N,2021-S29,2021-07-12,1039400,415432700,250.19696331078416
1467,N,2021-S30,2021-07-19,1183800,415432700,284.9559026046818
1468,N,2021-S31,2021-07-26,1146400,415432700,275.9532410424119
1469,N,2021-S32,2021-08-02,1115300,415432700,268.46707059892015
1470,N,2021-S33,2021-08-09,909600,415432700,218.95243200643569
1471,N,2021-S34,2021-08-16,675900,415432700,162.69783288604867
1472,N,2021-S35,2021-08-23,503100,415432700,121.10264791384982
1473,N,2021-S36,2021-08-30,352300,415432700,84.80314621357442
1474,N,2021-S37,2021-09-06,249000,415432700,59.93750612313378
1475,N,2021-S38,2021-09-13,214800,415432700,51.70512576405275
1476,N,2021-S39,2021-09-20,157500,415432700,37.91227796945209
1477,N,2021-S40,2021-09-27,142600,415432700,34.325656117103925
1478,N,2021-S41,2021-10-04,160000,415432700,38.5140601594434
1479,N,2021-S42,2021-10-11,205300,415432700,49.41835344208581
1480,N,2021-S43,2021-10-18,248900,415432700,59.913434835534126
1481,N,2021-S44,2021-10-25,314900,415432700,75.80048465130453
1482,N,2021-S45,2021-11-01,436900,415432700,105.16745552288012
1483,N,2021-S46,2021-11-08,747500,415432700,179.93287480739963
1484,N,2021-S47,2021-11-15,1278100,415432700,307.65512681115376
1485,N,2021-S48,2021-11-22,1792400,415432700,431.4537589361647
1486,N,2021-S49,2021-11-29,1988800,415432700,478.72976778188143
1487,N,2021-S50,2021-12-06,1898200,415432700,456.92118121659655
1488,N,2021-S51,2021-12-13,2368100,415432700,570.0321616473619
1489,N,2021-S52,2021-12-20,5468100,415432700,1316.2420772365776
1490,N,2022-S01,2021-12-27,9878700,415432700,2377.9302881068343
1491,N,2022-S02,2022-01-03,12970100,415432700,3122.07007296248
1492,N,2022-S03,2022-01-10,17718900,415432700,4265.16737849476
1493,N,2022-S04,2022-01-17,17724400,415432700,4266.491299312741
1494,N,2022-S05,2022-01-24,12852500,415432700,3093.762238745289
1495,N,2022-S06,2022-01-31,7450700,415432700,1793.4794251872809
1496,N,2022-S07,2022-02-07,4432300,415432700,1066.911680279381
1497,N,2022-S08,2022-02-14,2985300,415432700,718.6001487124148
1498,N,2022-S09,2022-02-21,2643700,415432700,636.3726302720031
1499,N,2022-S10,2022-02-28,2930900,415432700,705.505368258204
1500,N,2022-S11,2022-03-07,3929800,415432700,945.9534600911292
1501,N,2022-S12,2022-03-14,5423600,415432700,1305.5303542547326
1502,N,2022-S13,2022-03-21,5839600,415432700,1405.6669106692852
1503,N,2022-S14,2022-03-28,5826300,415432700,1402.4654294185316
1504,N,2022-S15,2022-04-04,5238100,415432700,1260.8781157573778
1505,N,2022-S16,2022-04-11,3390400,415432700,816.1129347786054
1506,N,2022-S17,2022-04-18,2336400,415432700,562.4015634782721
1507,N,2022-S18,2022-04-25,1627900,415432700,391.8564908347369
1508,N,2022-S19,2022-05-02,1218400,415432700,293.28456811416146
1509,N,2022-S20,2022-05-09,940100,415432700,226.2941747243296
1510,N,2022-S21,2022-05-16,710200,415432700,170.95428453272936
1511,N,2022-S22,2022-05-23,948400,415432700,228.29209159510071
1512,No data retrieved in Google Trends. ,2020-S20,2020-05-11,4700,216574900,2.1701499111854607
1513,No data retrieved in Google Trends. ,2020-S21,2020-05-18,13900,216574900,6.418102928825085
1514,No data retrieved in Google Trends. ,2020-S22,2020-05-25,45600,216574900,21.05507147873553
1515,No data retrieved in Google Trends. ,2020-S23,2020-06-01,42900,216574900,19.808389614863035
1516,No data retrieved in Google Trends. ,2020-S24,2020-06-08,72700,216574900,33.56806351982617
1517,No data retrieved in Google Trends. ,2020-S25,2020-06-15,130600,216574900,60.302463489536414
1518,No data retrieved in Google Trends. ,2020-S26,2020-06-22,144400,216574900,66.67439301599585
1519,No data retrieved in Google Trends. ,2020-S27,2020-06-29,142700,216574900,65.88944517577983
1520,No data retrieved in Google Trends. ,2020-S28,2020-07-06,109200,216574900,50.421355383287725
1521,No data retrieved in Google Trends. ,2020-S29,2020-07-13,80700,216574900,37.26193570907802
1522,No data retrieved in Google Trends. ,2020-S30,2020-07-20,80800,216574900,37.30810911144366
1523,No data retrieved in Google Trends. ,2020-S31,2020-07-27,64200,216574900,29.643324318746075
1524,No data retrieved in Google Trends. ,2020-S32,2020-08-03,60600,216574900,27.981081833582746
1525,No data retrieved in Google Trends. ,2020-S33,2020-08-10,92200,216574900,42.571876981127545
1526,No data retrieved in Google Trends. ,2020-S34,2020-08-17,122500,216574900,56.56241789791891
1527,No data retrieved in Google Trends. ,2020-S35,2020-08-24,157200,216574900,72.58458851879881
1528,No data retrieved in Google Trends. ,2020-S36,2020-08-31,211300,216574900,97.56439919861442
1529,No data retrieved in Google Trends. ,2020-S37,2020-09-07,205300,216574900,94.79399505667554
1530,No data retrieved in Google Trends. ,2020-S38,2020-09-14,213800,216574900,98.71873425775564
1531,No data retrieved in Google Trends. ,2020-S39,2020-09-21,214700,216574900,99.13429487904646
1532,No data retrieved in Google Trends. ,2020-S40,2020-09-28,182300,216574900,84.17411251257649
1533,No data retrieved in Google Trends. ,2020-S41,2020-10-05,164900,216574900,76.13994050095371
1534,No data retrieved in Google Trends. ,2020-S42,2020-10-12,154500,216574900,71.3379066549263
1535,No data retrieved in Google Trends. ,2020-S43,2020-10-19,185900,216574900,85.83635499773982
1536,No data retrieved in Google Trends. ,2020-S44,2020-10-26,195600,216574900,90.31517502720769
1537,No data retrieved in Google Trends. ,2020-S45,2020-11-02,185800,216574900,85.79018159537416
1538,No data retrieved in Google Trends. ,2020-S46,2020-11-09,148700,216574900,68.65984931771872
1539,No data retrieved in Google Trends. ,2020-S47,2020-11-16,123900,216574900,57.20884553103799
1540,No data retrieved in Google Trends. ,2020-S48,2020-11-23,80500,216574900,37.16958890434672
1541,No data retrieved in Google Trends. ,2020-S49,2020-11-30,80300,216574900,37.07724209961543
1542,No data retrieved in Google Trends. ,2020-S50,2020-12-07,90500,216574900,41.786929140911525
1543,No data retrieved in Google Trends. ,2020-S51,2020-12-14,113800,216574900,52.545331892107534
1544,No data retrieved in Google Trends. ,2020-S52,2020-12-21,78100,216574900,36.06142724757116
1545,No data retrieved in Google Trends. ,2020-S53,2020-12-28,107400,216574900,49.59023414070606
1546,No data retrieved in Google Trends. ,2021-S01,2020-12-28,152800,216574900,70.5529588147103
1547,No data retrieved in Google Trends. ,2021-S02,2021-01-04,166700,216574900,76.97106174353537
1548,No data retrieved in Google Trends. ,2021-S03,2021-01-11,182000,216574900,84.03559230547954
1549,No data retrieved in Google Trends. ,2021-S04,2021-01-18,221300,216574900,102.18173943517922
1550,No data retrieved in Google Trends. ,2021-S05,2021-01-25,329900,216574900,152.3260544042731
1551,No data retrieved in Google Trends. ,2021-S06,2021-02-01,328000,216574900,151.44875975932575
1552,No data retrieved in Google Trends. ,2021-S07,2021-02-08,331300,216574900,152.97248203739215
1553,No data retrieved in Google Trends. ,2021-S08,2021-02-15,266200,216574900,122.91359709735524
1554,No data retrieved in Google Trends. ,2021-S09,2021-02-22,211200,216574900,97.5182257962488
1555,No data retrieved in Google Trends. ,2021-S10,2021-03-01,193900,216574900,89.53022718699167
1556,No data retrieved in Google Trends. ,2021-S11,2021-03-08,199100,216574900,91.93124411000537
1557,No data retrieved in Google Trends. ,2021-S12,2021-03-15,226600,216574900,104.6289297605586
1558,No data retrieved in Google Trends. ,2021-S13,2021-03-22,237600,216574900,109.70800402077988
1559,No data retrieved in Google Trends. ,2021-S14,2021-03-29,285300,216574900,131.732716949194
1560,No data retrieved in Google Trends. ,2021-S15,2021-04-05,299300,216574900,138.19699328038473
1561,No data retrieved in Google Trends. ,2021-S16,2021-04-12,321800,216574900,148.5860088126556
1562,No data retrieved in Google Trends. ,2021-S17,2021-04-19,281600,216574900,130.02430106166503
1563,No data retrieved in Google Trends. ,2021-S18,2021-04-26,282000,216574900,130.20899467112764
1564,No data retrieved in Google Trends. ,2021-S19,2021-05-03,274900,216574900,126.9306831031666
1565,No data retrieved in Google Trends. ,2021-S20,2021-05-10,302800,216574900,139.81306236318244
1566,No data retrieved in Google Trends. ,2021-S21,2021-05-17,249800,216574900,115.34115910938895
1567,No data retrieved in Google Trends. ,2021-S22,2021-05-24,240700,216574900,111.13937949411496
1568,No data retrieved in Google Trends. ,2021-S23,2021-05-31,226200,216574900,104.444236151096
1569,No data retrieved in Google Trends. ,2021-S24,2021-06-07,212500,216574900,98.1184800270022
1570,No data retrieved in Google Trends. ,2021-S25,2021-06-14,217400,216574900,100.38097674291896
1571,No data retrieved in Google Trends. ,2021-S26,2021-06-21,251700,216574900,116.21845375433628
1572,No data retrieved in Google Trends. ,2021-S27,2021-06-28,321800,216574900,148.5860088126556
1573,No data retrieved in Google Trends. ,2021-S28,2021-07-05,486100,216574900,224.4489088994154
1574,No data retrieved in Google Trends. ,2021-S29,2021-07-12,829900,216574900,383.1930662325136
1575,No data retrieved in Google Trends. ,2021-S30,2021-07-19,1144400,216574900,528.4084166724768
1576,No data retrieved in Google Trends. ,2021-S31,2021-07-26,1610500,216574900,743.6226450987626
1577,No data retrieved in Google Trends. ,2021-S32,2021-08-02,1675800,216574900,773.7738768435307
1578,No data retrieved in Google Trends. ,2021-S33,2021-08-09,1378300,216574900,636.4080048057277
1579,No data retrieved in Google Trends. ,2021-S34,2021-08-16,948300,216574900,437.86237463344094
1580,No data retrieved in Google Trends. ,2021-S35,2021-08-23,626700,216574900,289.36871262551665
1581,No data retrieved in Google Trends. ,2021-S36,2021-08-30,421000,216574900,194.39002395937848
1582,No data retrieved in Google Trends. ,2021-S37,2021-09-06,360600,216574900,166.50128893052704
1583,No data retrieved in Google Trends. ,2021-S38,2021-09-13,311600,216574900,143.87632177135947
1584,No data retrieved in Google Trends. ,2021-S39,2021-09-20,260000,216574900,120.05084615068506
1585,No data retrieved in Google Trends. ,2021-S40,2021-09-27,220500,216574900,101.81235221625406
1586,No data retrieved in Google Trends. ,2021-S41,2021-10-04,174900,216574900,80.75728073751853
1587,No data retrieved in Google Trends. ,2021-S42,2021-10-11,169600,216574900,78.31009041213917
1588,No data retrieved in Google Trends. ,2021-S43,2021-10-18,172800,216574900,79.78763928783991
1589,No data retrieved in Google Trends. ,2021-S44,2021-10-25,195500,216574900,90.26900162484203
1590,No data retrieved in Google Trends. ,2021-S45,2021-11-01,254500,216574900,117.51130902057442
1591,No data retrieved in Google Trends. ,2021-S46,2021-11-08,302000,216574900,139.44367514425724
1592,No data retrieved in Google Trends. ,2021-S47,2021-11-15,324300,216574900,149.74034387179677
1593,No data retrieved in Google Trends. ,2021-S48,2021-11-22,380100,216574900,175.50510239182842
1594,No data retrieved in Google Trends. ,2021-S49,2021-11-29,460300,216574900,212.5361710890782
1595,No data retrieved in Google Trends. ,2021-S50,2021-12-06,640700,216574900,295.83298895670737
1596,No data retrieved in Google Trends. ,2021-S51,2021-12-13,821700,216574900,379.4068472385304
1597,No data retrieved in Google Trends. ,2021-S52,2021-12-20,2555500,216574900,1179.9612974541371
1598,No data retrieved in Google Trends. ,2022-S01,2021-12-27,6369500,216574900,2941.0148636799554
