,region,week,date,P,pop,incidence
1599,No data retrieved in Google Trends. ,2022-S02,2022-01-03,7352800,216574900,3395.037929141373
1600,No data retrieved in Google Trends. ,2022-S03,2022-01-10,7704500,216574900,3557.4297852613577
1601,No data retrieved in Google Trends. ,2022-S04,2022-01-17,6646600,216574900,3068.9613616351667
1602,No data retrieved in Google Trends. ,2022-S05,2022-01-24,4388900,216574900,2026.5044564259288
1603,No data retrieved in Google Trends. ,2022-S06,2022-01-31,3107800,216574900,1434.9769987196114
1604,No data retrieved in Google Trends. ,2022-S07,2022-02-07,2102200,216574900,970.6572645306544
1605,No data retrieved in Google Trends. ,2022-S08,2022-02-14,1486900,216574900,686.5523197748215
1606,No data retrieved in Google Trends. ,2022-S09,2022-02-21,1810100,216574900,835.7847562205963
1607,No data retrieved in Google Trends. ,2022-S10,2022-02-28,2482500,216574900,1146.254713727214
1608,No data retrieved in Google Trends. ,2022-S11,2022-03-07,1962400,216574900,906.1068480234784
1609,No data retrieved in Google Trends. ,2022-S12,2022-03-14,1943700,216574900,897.4724217811021
1610,No data retrieved in Google Trends. ,2022-S13,2022-03-21,1924800,216574900,888.7456487339946
1611,No data retrieved in Google Trends. ,2022-S14,2022-03-28,1976400,216574900,912.571124354669
1612,No data retrieved in Google Trends. ,2022-S15,2022-04-04,2048000,216574900,945.631280448473
1613,No data retrieved in Google Trends. ,2022-S16,2022-04-11,1906700,216574900,880.3882629058122
1614,No data retrieved in Google Trends. ,2022-S17,2022-04-18,1642700,216574900,758.4904806605012
1615,No data retrieved in Google Trends. ,2022-S18,2022-04-25,1476200,216574900,681.6117657216972
1616,No data retrieved in Google Trends. ,2022-S19,2022-05-02,1404200,216574900,648.3669160184306
1617,No data retrieved in Google Trends. ,2022-S20,2022-05-09,1191300,216574900,550.0637423819658
1618,No data retrieved in Google Trends. ,2022-S21,2022-05-16,1025500,216574900,473.5082412597212
1619,No data retrieved in Google Trends. ,2022-S22,2022-05-23,1332900,216574900,615.4452801317235
1620,O,2020-S20,2020-05-11,16400,404176600,4.057632233038726
1621,O,2020-S21,2020-05-18,42900,404176600,10.614172121790329
1622,O,2020-S22,2020-05-25,39300,404176600,9.723472363318413
1623,O,2020-S23,2020-06-01,29600,404176600,7.32353134743575
1624,O,2020-S24,2020-06-08,30200,404176600,7.471981307181069
1625,O,2020-S25,2020-06-15,22200,404176600,5.492648510576812
1626,O,2020-S26,2020-06-22,23500,404176600,5.814290090025004
1627,O,2020-S27,2020-06-29,25600,404176600,6.333864949133621
1628,O,2020-S28,2020-07-06,26700,404176600,6.606023208666707
1629,O,2020-S29,2020-07-13,32200,404176600,7.966814506332132
1630,O,2020-S30,2020-07-20,51600,404176600,12.766696538097456
1631,O,2020-S31,2020-07-27,70700,404176600,17.492353589990117
1632,O,2020-S32,2020-08-03,76000,404176600,18.80366156774044
1633,O,2020-S33,2020-08-10,86200,404176600,21.327310883410867
1634,O,2020-S34,2020-08-17,96500,404176600,23.875701859038845
1635,O,2020-S35,2020-08-24,128600,404176600,31.817774705413427
1636,O,2020-S36,2020-08-31,358800,404176600,88.77307592770092
1637,O,2020-S37,2020-09-07,564400,404176600,139.6419288004303
1638,O,2020-S38,2020-09-14,756600,404176600,187.1953992388476
1639,O,2020-S39,2020-09-21,682600,404176600,168.8865708702582
1640,O,2020-S40,2020-09-28,729600,404176600,180.51515105030825
1641,O,2020-S41,2020-10-05,1149000,404176600,284.2816729122864
1642,O,2020-S42,2020-10-12,1692100,404176600,418.65362814175785
1643,O,2020-S43,2020-10-19,2567700,404176600,635.2916027300938
1644,O,2020-S44,2020-10-26,2930500,404176600,725.0543450560967
1645,O,2020-S45,2020-11-02,2338200,404176600,578.5094931275091
1646,O,2020-S46,2020-11-09,1328100,404176600,328.5939858962642
1647,O,2020-S47,2020-11-16,850400,404176600,210.4030762790325
1648,O,2020-S48,2020-11-23,536100,404176600,132.64003903244276
1649,O,2020-S49,2020-11-30,491900,404176600,121.70422533120424
1650,O,2020-S50,2020-12-07,498400,404176600,123.3124332284452
1651,O,2020-S51,2020-12-14,533900,404176600,132.0957225133766
1652,O,2020-S52,2020-12-21,475400,404176600,117.62185143820795
1653,O,2020-S53,2020-12-28,512000,404176600,126.67729898267244
1654,O,2021-S01,2020-12-28,665500,404176600,164.6557470175166
1655,O,2021-S02,2021-01-04,670800,404176600,165.96705499526692
1656,O,2021-S03,2021-01-11,726500,404176600,179.74815959162405
1657,O,2021-S04,2021-01-18,744300,404176600,184.15217506406853
1658,O,2021-S05,2021-01-25,799600,404176600,197.83431302059543
1659,O,2021-S06,2021-02-01,879200,404176600,217.5286743468078
1660,O,2021-S07,2021-02-08,1159800,404176600,286.9537721877021
1661,O,2021-S08,2021-02-15,1287600,404176600,318.5736136134551
1662,O,2021-S09,2021-02-22,1244400,404176600,307.8852165117921
1663,O,2021-S10,2021-03-01,1372900,404176600,339.678249557248
1664,O,2021-S11,2021-03-08,1647600,404176600,407.6435894606467
1665,O,2021-S12,2021-03-15,1858400,404176600,459.7990086511688
1666,O,2021-S13,2021-03-22,1728000,404176600,427.5358840665194
1667,O,2021-S14,2021-03-29,1425700,404176600,352.7418460148361
1668,O,2021-S15,2021-04-05,1403700,404176600,347.2986808241744
1669,O,2021-S16,2021-04-12,1227200,404176600,303.629650999093
1670,O,2021-S17,2021-04-19,972700,404176600,240.66212640712004
1671,O,2021-S18,2021-04-26,843000,404176600,208.5721934421736
1672,O,2021-S19,2021-05-03,714000,404176600,176.6554520969299
1673,O,2021-S20,2021-05-10,671700,404176600,166.1897299348849
1674,O,2021-S21,2021-05-17,464100,404176600,114.82604386300444
1675,O,2021-S22,2021-05-24,327100,404176600,80.92996972115655
1676,O,2021-S23,2021-05-31,167700,404176600,41.49176374881673
1677,O,2021-S24,2021-06-07,93300,404176600,23.083968740397143
1678,O,2021-S25,2021-06-14,59300,404176600,14.671804354829051
1679,O,2021-S26,2021-06-21,63300,404176600,15.661470753131182
1680,O,2021-S27,2021-06-28,77600,404176600,19.19952812706129
1681,O,2021-S28,2021-07-05,159200,404176600,39.388722652424704
1682,O,2021-S29,2021-07-12,370100,404176600,91.56888350290444
1683,O,2021-S30,2021-07-19,450200,404176600,111.38695312890457
1684,O,2021-S31,2021-07-26,549400,404176600,135.93067980679731
1685,O,2021-S32,2021-08-02,657000,404176600,162.55270592112458
1686,O,2021-S33,2021-08-09,625700,404176600,154.80856635441043
1687,O,2021-S34,2021-08-16,553300,404176600,136.8956045451419
1688,O,2021-S35,2021-08-23,411900,404176600,101.91089736516167
1689,O,2021-S36,2021-08-30,344800,404176600,85.30924353364347
1690,O,2021-S37,2021-09-06,211700,404176600,52.37809413014015
1691,O,2021-S38,2021-09-13,161400,404176600,39.93303917149088
1692,O,2021-S39,2021-09-20,126200,404176600,31.223974866432147
1693,O,2021-S40,2021-09-27,142100,404176600,35.1578987996831
1694,O,2021-S41,2021-10-04,153200,404176600,37.90422305497151
1695,O,2021-S42,2021-10-11,195500,404176600,48.36994521701652
1696,O,2021-S43,2021-10-18,246100,404176600,60.88922515553845
1697,O,2021-S44,2021-10-25,344600,404176600,85.25976021372836
1698,O,2021-S45,2021-11-01,496900,404176600,122.94130832908188
1699,O,2021-S46,2021-11-08,903200,404176600,223.46667273662047
1700,O,2021-S47,2021-11-15,1421700,404176600,351.752179616534
1701,O,2021-S48,2021-11-22,1929700,404176600,477.4398122009042
1702,O,2021-S49,2021-11-29,2053100,404176600,507.97102058852494
1703,O,2021-S50,2021-12-06,1931600,404176600,477.9099037400978
1704,O,2021-S51,2021-12-13,1886300,404176600,466.7019317793262
1705,O,2021-S52,2021-12-20,4955900,404176600,1226.1719258363794
1706,O,2022-S01,2021-12-27,9056900,404176600,2240.8274006956367
1707,O,2022-S02,2022-01-03,11620500,404176600,2875.1045953674707
1708,O,2022-S03,2022-01-10,16371600,404176600,4050.605601610781
1709,O,2022-S04,2022-01-17,15528000,404176600,3841.884958208862
1710,O,2022-S05,2022-01-24,10315700,404176600,2552.2754162413166
1711,O,2022-S06,2022-01-31,5119700,404176600,1266.6987648468516
1712,O,2022-S07,2022-02-07,3321100,404176600,821.6952688502995
1713,O,2022-S08,2022-02-14,2478300,404176600,613.1725587280412
1714,O,2022-S09,2022-02-21,2561000,404176600,633.6339115129376
1715,O,2022-S10,2022-02-28,3673600,404176600,908.9096202006746
1716,O,2022-S11,2022-03-07,4712700,404176600,1166.00020881961
1717,O,2022-S12,2022-03-14,6419300,404176600,1588.241377655213
1718,O,2022-S13,2022-03-21,6534600,404176600,1616.768511586272
1719,O,2022-S14,2022-03-28,6001500,404176600,1484.8707223525555
1720,O,2022-S15,2022-04-04,4505800,404176600,1114.8097143674324
1721,O,2022-S16,2022-04-11,2847200,404176600,704.4445423114549
1722,O,2022-S17,2022-04-18,2077200,404176600,513.9337606382952
1723,O,2022-S18,2022-04-25,1762200,404176600,435.9975317720026
1724,O,2022-S19,2022-05-02,1486100,404176600,367.6858086291982
1725,O,2022-S20,2022-05-09,1026600,404176600,253.9978811242412
1726,O,2022-S21,2022-05-16,671500,404176600,166.1402466149698
1727,O,2022-S22,2022-05-23,799500,404176600,197.80957136063788
1728,P,2020-S20,2020-05-11,4400,145902500,3.015712547763061
1729,P,2020-S21,2020-05-18,3700,145902500,2.535940096982574
1730,P,2020-S22,2020-05-25,2500,145902500,1.7134730385017392
1731,P,2020-S23,2020-06-01,1600,145902500,1.0966227446411132
1732,P,2020-S24,2020-06-08,1500,145902500,1.0280838231010436
1733,P,2020-S25,2020-06-15,2800,145902500,1.919089803121948
1734,P,2020-S26,2020-06-22,1900,145902500,1.3022395092613217
1735,P,2020-S27,2020-06-29,2500,145902500,1.7134730385017392
1736,P,2020-S28,2020-07-06,2900,145902500,1.9876287246620168
1737,P,2020-S29,2020-07-13,4400,145902500,3.015712547763061
1738,P,2020-S30,2020-07-20,4900,145902500,3.3584071554634085
1739,P,2020-S31,2020-07-27,3900,145902500,2.673017940062713
1740,P,2020-S32,2020-08-03,5900,145902500,4.043796370864104
1741,P,2020-S33,2020-08-10,10900,145902500,7.470742447867583
1742,P,2020-S34,2020-08-17,14700,145902500,10.075221466390229
1743,P,2020-S35,2020-08-24,24500,145902500,16.792035777317043
1744,P,2020-S36,2020-08-31,31700,145902500,21.72683812820205
1745,P,2020-S37,2020-09-07,69000,145902500,47.291855862648
1746,P,2020-S38,2020-09-14,73700,145902500,50.51318517503127
1747,P,2020-S39,2020-09-21,73200,145902500,50.17049056733092
1748,P,2020-S40,2020-09-28,97400,145902500,66.75690958002775
1749,P,2020-S41,2020-10-05,162100,145902500,111.10159181645275
1750,P,2020-S42,2020-10-12,217800,145902500,149.2777711142715
1751,P,2020-S43,2020-10-19,361000,145902500,247.4255067596512
1752,P,2020-S44,2020-10-26,456600,145902500,312.94871575195765
1753,P,2020-S45,2020-11-02,378900,145902500,259.6939737153236
1754,P,2020-S46,2020-11-09,246900,145902500,169.22259728243176
1755,P,2020-S47,2020-11-16,184500,145902500,126.45431024142836
1756,P,2020-S48,2020-11-23,116000,145902500,79.5051489864807
1757,P,2020-S49,2020-11-30,98200,145902500,67.30522095234831
1758,P,2020-S50,2020-12-07,131800,145902500,90.33429858981168
1759,P,2020-S51,2020-12-14,139000,145902500,95.26910094069667
1760,P,2020-S52,2020-12-21,143400,145902500,98.28481348845976
1761,P,2020-S53,2020-12-28,180300,145902500,123.57567553674544
1762,P,2021-S01,2020-12-28,234300,145902500,160.586693168383
1763,P,2021-S02,2021-01-04,234200,145902500,160.51815424684293
1764,P,2021-S03,2021-01-11,253700,145902500,173.8832439471565
1765,P,2021-S04,2021-01-18,222400,145902500,152.43056150511472
1766,P,2021-S05,2021-01-25,192300,145902500,131.8003461215538
1767,P,2021-S06,2021-02-01,154600,145902500,105.96117270094754
1768,P,2021-S07,2021-02-08,155700,145902500,106.71510083788831
1769,P,2021-S08,2021-02-15,160400,145902500,109.9364301502716
1770,P,2021-S09,2021-02-22,186000,145902500,127.4823940645294
1771,P,2021-S10,2021-03-01,200300,145902500,137.28345984475934
1772,P,2021-S11,2021-03-08,269600,145902500,184.7809324720276
1773,P,2021-S12,2021-03-15,321900,145902500,220.62678843748395
1774,P,2021-S13,2021-03-22,352200,145902500,241.39408166412505
1775,P,2021-S14,2021-03-29,331400,145902500,227.1379859837905
1776,P,2021-S15,2021-04-05,349700,145902500,239.68060862562328
1777,P,2021-S16,2021-04-12,328800,145902500,225.3559740237488
1778,P,2021-S17,2021-04-19,249600,145902500,171.07314816401365
1779,P,2021-S18,2021-04-26,236400,145902500,162.02601052072444
1780,P,2021-S19,2021-05-03,208100,145902500,142.62949572488478
1781,P,2021-S20,2021-05-10,202600,145902500,138.85985504018095
1782,P,2021-S21,2021-05-17,141300,145902500,96.8454961361183
1783,P,2021-S22,2021-05-24,90900,145902500,62.30187967992323
1784,P,2021-S23,2021-05-31,50200,145902500,34.406538613114925
1785,P,2021-S24,2021-06-07,29100,145902500,19.944826168160244
1786,P,2021-S25,2021-06-14,21900,145902500,15.010023817275234
1787,P,2021-S26,2021-06-21,31700,145902500,21.72683812820205
1788,P,2021-S27,2021-06-28,49600,145902500,33.995305083874506
1789,P,2021-S28,2021-07-05,121700,145902500,83.41186751426467
1790,P,2021-S29,2021-07-12,193200,145902500,132.4171964154144
1791,P,2021-S30,2021-07-19,206500,145902500,141.53287298024367
1792,P,2021-S31,2021-07-26,206600,145902500,141.6014119017837
1793,P,2021-S32,2021-08-02,171700,145902500,117.68132828429944
1794,P,2021-S33,2021-08-09,141000,145902500,96.6398793714981
1795,P,2021-S34,2021-08-16,101000,145902500,69.22431075547026
1796,P,2021-S35,2021-08-23,74600,145902500,51.1300354688919
1797,P,2021-S36,2021-08-30,48800,145902500,33.446993711553944
1798,P,2021-S37,2021-09-06,33300,145902500,22.823460872843167
1799,P,2021-S38,2021-09-13,28500,145902500,19.533592638919828
1800,P,2021-S39,2021-09-20,31600,145902500,21.658299206661983
1801,P,2021-S40,2021-09-27,33100,145902500,22.686383029763025
1802,P,2021-S41,2021-10-04,39600,145902500,27.14141292986755
1803,P,2021-S42,2021-10-11,48000,145902500,32.8986823392334
1804,P,2021-S43,2021-10-18,54100,145902500,37.07955655317763
1805,P,2021-S44,2021-10-25,72200,145902500,49.48510135193023
1806,P,2021-S45,2021-11-01,97900,145902500,67.0996041877281
1807,P,2021-S46,2021-11-08,171900,145902500,117.81840612737956
1808,P,2021-S47,2021-11-15,254200,145902500,174.22593855485684
1809,P,2021-S48,2021-11-22,328400,145902500,225.0818183375885
1810,P,2021-S49,2021-11-29,346100,145902500,237.2132074501808
1811,P,2021-S50,2021-12-06,380300,145902500,260.6535186168846
1812,P,2021-S51,2021-12-13,560700,145902500,384.2977330751701
1813,P,2021-S52,2021-12-20,1675100,145902500,1148.0954747177052
1814,P,2022-S01,2021-12-27,2794300,145902500,1915.183084594164
1815,P,2022-S02,2022-01-03,3262900,145902500,2236.35647093093
1816,P,2022-S03,2022-01-10,4536300,145902500,3109.131097822176
1817,P,2022-S04,2022-01-17,4755500,145902500,3259.368413838008
1818,P,2022-S05,2022-01-24,3709000,145902500,2542.1085999211805
1819,P,2022-S06,2022-01-31,1873700,145902500,1284.2137728962834
1820,P,2022-S07,2022-02-07,1283300,145902500,879.5599801237128
1821,P,2022-S08,2022-02-14,988400,145902500,677.4387005020476
1822,P,2022-S09,2022-02-21,1118300,145902500,766.4707595825979
1823,P,2022-S10,2022-02-28,1424100,145902500,976.0627816521306
1824,P,2022-S11,2022-03-07,1874100,145902500,1284.4879285824436
1825,P,2022-S12,2022-03-14,2630800,145902500,1803.12194787615
1826,P,2022-S13,2022-03-21,2753000,145902500,1886.8765099981151
1827,P,2022-S14,2022-03-28,2623100,145902500,1797.844450917565
1828,P,2022-S15,2022-04-04,1989800,145902500,1363.787460804304
1829,P,2022-S16,2022-04-11,1256800,145902500,861.3971659155943
1830,P,2022-S17,2022-04-18,840800,145902500,576.2752523089049
1831,P,2022-S18,2022-04-25,666900,145902500,457.0860677507239
1832,P,2022-S19,2022-05-02,501100,145902500,343.4485358372886
1833,P,2022-S20,2022-05-09,363700,145902500,249.27605764123305
1834,P,2022-S21,2022-05-16,256500,145902500,175.80233375027845
1835,P,2022-S22,2022-05-23,314000,145902500,215.21221363581844
1836,Q,2020-S20,2020-05-11,5600,184447500,3.0360942815706364
1837,Q,2020-S21,2020-05-18,5600,184447500,3.0360942815706364
1838,Q,2020-S22,2020-05-25,2700,184447500,1.4638311714715568
1839,Q,2020-S23,2020-06-01,2800,184447500,1.5180471407853182
1840,Q,2020-S24,2020-06-08,5600,184447500,3.0360942815706364
1841,Q,2020-S25,2020-06-15,11400,184447500,6.1806205017687965
1842,Q,2020-S26,2020-06-22,12200,184447500,6.614348256278888
1843,Q,2020-S27,2020-06-29,11400,184447500,6.1806205017687965
1844,Q,2020-S28,2020-07-06,7900,184447500,4.283061575787148
1845,Q,2020-S29,2020-07-13,4800,184447500,2.602366527060546
1846,Q,2020-S30,2020-07-20,6000,184447500,3.2529581588256824
1847,Q,2020-S31,2020-07-27,9200,184447500,4.987869176866046
1848,Q,2020-S32,2020-08-03,15400,184447500,8.34925927431925
1849,Q,2020-S33,2020-08-10,20100,184447500,10.897409832066035
1850,Q,2020-S34,2020-08-17,34300,184447500,18.596077474620152
1851,Q,2020-S35,2020-08-24,82000,184447500,44.45709483728432
1852,Q,2020-S36,2020-08-31,118600,184447500,64.30013960612098
1853,Q,2020-S37,2020-09-07,155100,184447500,84.08896840564388
1854,Q,2020-S38,2020-09-14,219700,184447500,119.11248458233374
1855,Q,2020-S39,2020-09-21,207900,184447500,112.71500020330988
1856,Q,2020-S40,2020-09-28,203400,184447500,110.27528158419062
1857,Q,2020-S41,2020-10-05,307300,184447500,166.6056737011887
1858,Q,2020-S42,2020-10-12,401700,184447500,217.7855487333794
1859,Q,2020-S43,2020-10-19,586800,184447500,318.1393079331517
1860,Q,2020-S44,2020-10-26,755100,184447500,409.3847842882121
1861,Q,2020-S45,2020-11-02,685200,184447500,371.4878217378929
1862,Q,2020-S46,2020-11-09,399700,184447500,216.7012293471042
1863,Q,2020-S47,2020-11-16,297700,184447500,161.4009406470676
1864,Q,2020-S48,2020-11-23,177600,184447500,96.2875615012402
1865,Q,2020-S49,2020-11-30,150000,184447500,81.32395397064205
1866,Q,2020-S50,2020-12-07,165500,184447500,89.72742921427506
1867,Q,2020-S51,2020-12-14,201700,184447500,109.35361010585667
1868,Q,2020-S52,2020-12-21,174800,184447500,94.76951436045488
1869,Q,2020-S53,2020-12-28,206500,184447500,111.95597663291724
1870,Q,2021-S01,2020-12-28,307500,184447500,166.7141056398162
1871,Q,2021-S02,2021-01-04,333900,184447500,181.0271215386492
1872,Q,2021-S03,2021-01-11,349100,184447500,189.26794887434093
1873,Q,2021-S04,2021-01-18,331000,184447500,179.45485842855012
1874,Q,2021-S05,2021-01-25,327800,184447500,177.71994741050975
1875,Q,2021-S06,2021-02-01,245600,184447500,133.15442063459793
1876,Q,2021-S07,2021-02-08,307000,184447500,166.4430257932474
1877,Q,2021-S08,2021-02-15,348400,184447500,188.8884370891446
1878,Q,2021-S09,2021-02-22,366600,184447500,198.75574350424915
1879,Q,2021-S10,2021-03-01,430200,184447500,233.2370999878014
1880,Q,2021-S11,2021-03-08,577700,184447500,313.2056547255994
1881,Q,2021-S12,2021-03-15,695600,184447500,377.12628254652407
1882,Q,2021-S13,2021-03-22,681800,184447500,369.644478781225
1883,Q,2021-S14,2021-03-29,589500,184447500,319.60313910462327
1884,Q,2021-S15,2021-04-05,568000,184447500,307.9467057021646
1885,Q,2021-S16,2021-04-12,533100,184447500,289.02533241166185
1886,Q,2021-S17,2021-04-19,424900,184447500,230.36365361417205
1887,Q,2021-S18,2021-04-26,354400,184447500,192.14139524797028
1888,Q,2021-S19,2021-05-03,288700,184447500,156.5215034088291
1889,Q,2021-S20,2021-05-10,308000,184447500,166.98518548638503
1890,Q,2021-S21,2021-05-17,197200,184447500,106.91389148673744
1891,Q,2021-S22,2021-05-24,139900,184447500,75.84814106995216
1892,Q,2021-S23,2021-05-31,78800,184447500,42.72218381924396
1893,Q,2021-S24,2021-06-07,43500,184447500,23.5839466514862
1894,Q,2021-S25,2021-06-14,25400,184447500,13.770856205695388
1895,Q,2021-S26,2021-06-21,31900,184447500,17.294894211089876
1896,Q,2021-S27,2021-06-28,56800,184447500,30.794670570216457
1897,Q,2021-S28,2021-07-05,97000,184447500,52.58949023434853
1898,Q,2021-S29,2021-07-12,149100,184447500,80.8360102468182
1899,Q,2021-S30,2021-07-19,184200,184447500,99.86581547594844
1900,Q,2021-S31,2021-07-26,210400,184447500,114.07039943615392
1901,Q,2021-S32,2021-08-02,233400,184447500,126.54007237831904
1902,Q,2021-S33,2021-08-09,231800,184447500,125.67261686929884
1903,Q,2021-S34,2021-08-16,197700,184447500,107.18497133330622
1904,Q,2021-S35,2021-08-23,141000,184447500,76.44451673240353
1905,Q,2021-S36,2021-08-30,106200,184447500,57.57735941121458
1906,Q,2021-S37,2021-09-06,73100,184447500,39.63187356835956
1907,Q,2021-S38,2021-09-13,74100,184447500,40.17403326149717
1908,Q,2021-S39,2021-09-20,50000,184447500,27.107984656880685
1909,Q,2021-S40,2021-09-27,44700,184447500,24.23453828325133
1910,Q,2021-S41,2021-10-04,62500,184447500,33.884980821100854
1911,Q,2021-S42,2021-10-11,62300,184447500,33.77654888247333
1912,Q,2021-S43,2021-10-18,69300,184447500,37.57166673443663
1913,Q,2021-S44,2021-10-25,83900,184447500,45.48719825424579
1914,Q,2021-S45,2021-11-01,114900,184447500,62.29414874151181
1915,Q,2021-S46,2021-11-08,225000,184447500,121.98593095596308
1916,Q,2021-S47,2021-11-15,342600,184447500,185.74391086894644
1917,Q,2021-S48,2021-11-22,461800,184447500,250.36934629095003
1918,Q,2021-S49,2021-11-29,550000,184447500,298.18783122568755
1919,Q,2021-S50,2021-12-06,613700,184447500,332.7234036785535
1920,Q,2021-S51,2021-12-13,892500,184447500,483.8775261253202
1921,Q,2021-S52,2021-12-20,2943800,184447500,1596.0097046585072
1922,Q,2022-S01,2021-12-27,4973100,184447500,2696.2143699426665
1923,Q,2022-S02,2022-01-03,5226300,184447500,2833.4892042451106
1924,Q,2022-S03,2022-01-10,6382400,184447500,3460.2800254815056
1925,Q,2022-S04,2022-01-17,5955900,184447500,3229.0489163583134
1926,Q,2022-S05,2022-01-24,3971300,184447500,2153.078789357405
1927,Q,2022-S06,2022-01-31,1868200,184447500,1012.86273871969
1928,Q,2022-S07,2022-02-07,1185700,184447500,642.8387481532685
1929,Q,2022-S08,2022-02-14,888800,184447500,481.871535260711
1930,Q,2022-S09,2022-02-21,913300,184447500,495.1544477425826
1931,Q,2022-S10,2022-02-28,1244000,184447500,674.4466582631915
1932,Q,2022-S11,2022-03-07,1830900,184447500,992.6401821656568
1933,Q,2022-S12,2022-03-14,2802100,184447500,1519.1856761409074
1934,Q,2022-S13,2022-03-21,3037800,184447500,1646.9727158134428
1935,Q,2022-S14,2022-03-28,2957800,184447500,1603.5999403624337
1936,Q,2022-S15,2022-04-04,2355300,184447500,1276.9487252470217
1937,Q,2022-S16,2022-04-11,1457600,184447500,790.2519687173856
1938,Q,2022-S17,2022-04-18,1035500,184447500,561.406362243999
1939,Q,2022-S18,2022-04-25,826800,184447500,448.257634286179
1940,Q,2022-S19,2022-05-02,663200,184447500,359.5603084888654
1941,Q,2022-S20,2022-05-09,465800,184447500,252.53798506350049
1942,Q,2022-S21,2022-05-16,311100,184447500,168.66588053511165
1943,Q,2022-S22,2022-05-23,387600,184447500,210.14109706013903
1944,R,2020-S20,2020-05-11,10600,380179700,2.788155180300264
1945,R,2020-S21,2020-05-18,22900,380179700,6.023467323478871
1946,R,2020-S22,2020-05-25,24200,380179700,6.365410883327017
1947,R,2020-S23,2020-06-01,15800,380179700,4.155929419692845
1948,R,2020-S24,2020-06-08,13000,380179700,3.4194355984814546
1949,R,2020-S25,2020-06-15,10900,380179700,2.867065232572912
1950,R,2020-S26,2020-06-22,9000,380179700,2.3673015681794687
1951,R,2020-S27,2020-06-29,21300,380179700,5.602613711358076
1952,R,2020-S28,2020-07-06,27300,380179700,7.180814756811055
1953,R,2020-S29,2020-07-13,41800,380179700,10.994800616655755
1954,R,2020-S30,2020-07-20,69700,380179700,18.33343547801211
1955,R,2020-S31,2020-07-27,47800,380179700,12.573001662108735
1956,R,2020-S32,2020-08-03,55300,380179700,14.545752968924958
1957,R,2020-S33,2020-08-10,80700,380179700,21.22680406134257
1958,R,2020-S34,2020-08-17,103100,380179700,27.11875463103369
1959,R,2020-S35,2020-08-24,104000,380179700,27.35548478785164
1960,R,2020-S36,2020-08-31,173500,380179700,45.636313564348654
1961,R,2020-S37,2020-09-07,201600,380179700,53.0275551272201
1962,R,2020-S38,2020-09-14,219900,380179700,57.841068315851686
1963,R,2020-S39,2020-09-21,241200,380179700,63.44368202720977
1964,R,2020-S40,2020-09-28,257500,380179700,67.73112820069036
1965,R,2020-S41,2020-10-05,394400,380179700,103.74041538777584
1966,R,2020-S42,2020-10-12,584700,380179700,153.79569187939282
1967,R,2020-S43,2020-10-19,998900,380179700,262.7441707171635
1968,R,2020-S44,2020-10-26,1370600,380179700,360.51372548297553
1969,R,2020-S45,2020-11-02,1252900,380179700,329.5546816413396
1970,R,2020-S46,2020-11-09,763900,380179700,200.93129643692183
1971,R,2020-S47,2020-11-16,434900,380179700,114.39327244458345
1972,R,2020-S48,2020-11-23,275800,380179700,72.54464138932194
1973,R,2020-S49,2020-11-30,290100,380179700,76.30602054765154
1974,R,2020-S50,2020-12-07,319700,380179700,84.09181237188623
1975,R,2020-S51,2020-12-14,351900,380179700,92.56149131581724
1976,R,2020-S52,2020-12-21,308000,380179700,81.01432033325294
1977,R,2020-S53,2020-12-28,368400,380179700,96.90154419081291
1978,R,2021-S01,2020-12-28,455900,380179700,119.91697610366889
1979,R,2021-S02,2021-01-04,536600,380179700,141.14378016501144
1980,R,2021-S03,2021-01-11,607500,380179700,159.79285585211414
1981,R,2021-S04,2021-01-18,623700,380179700,164.0539986748372
1982,R,2021-S05,2021-01-25,523900,380179700,137.80325461880264
1983,R,2021-S06,2021-02-01,425300,380179700,111.86815077185868
1984,R,2021-S07,2021-02-08,499300,380179700,131.3326303324454
1985,R,2021-S08,2021-02-15,512100,380179700,134.6994592294118
1986,R,2021-S09,2021-02-22,520500,380179700,136.9089406930459
1987,R,2021-S10,2021-03-01,567300,380179700,149.2189088475792
1988,R,2021-S11,2021-03-08,686600,380179700,180.5988063013359
1989,R,2021-S12,2021-03-15,915200,380179700,240.7282661330944
1990,R,2021-S13,2021-03-22,1048800,380179700,275.86954274518075
1991,R,2021-S14,2021-03-29,931200,380179700,244.9368022543024
1992,R,2021-S15,2021-04-05,979200,380179700,257.56241061792616
1993,R,2021-S16,2021-04-12,877500,380179700,230.8119028974982
1994,R,2021-S17,2021-04-19,628500,380179700,165.3165595111996
1995,R,2021-S18,2021-04-26,523700,380179700,137.75064791728752
1996,R,2021-S19,2021-05-03,465100,380179700,122.33688437336345
1997,R,2021-S20,2021-05-10,460500,380179700,121.12693023851617
1998,R,2021-S21,2021-05-17,343000,380179700,90.22049309839532
1999,R,2021-S22,2021-05-24,239800,380179700,63.07543511660407
2000,R,2021-S23,2021-05-31,119000,380179700,31.30098740148409
2001,R,2021-S24,2021-06-07,54400,380179700,14.309022812107012
2002,R,2021-S25,2021-06-14,37100,380179700,9.75854313105092
2003,R,2021-S26,2021-06-21,54000,380179700,14.203809409076811
2004,R,2021-S27,2021-06-28,116400,380179700,30.6171002817878
2005,R,2021-S28,2021-07-05,227400,380179700,59.81381962266792
2006,R,2021-S29,2021-07-12,388000,380179700,102.05700093929264
